ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,3.7647,3.2743,3.4753,3.3013,3.3604,3.2382,3.3159,3.0468,3.1156,3.1066,3.1544,3.1088,3.2676,,,,,,
DZA,,,,,,,,,,,,,,4.337,,,,,
AND,,,3.7133,,,,,,,,,,,,,,,,
AGO,,,,2.5915,,2.6075,,,,,2.7762,2.8597,,,,3.4764,,,
ATG,,,,,3.2371,,,3.4284,,,,,,,2.4476,,,,
ARG,,3.732,,4.0399,4.5217,4.5976,4.8337,4.0173,3.535,3.7784,,4.5159,4.9269,5.3927,6.0258,5.782,6.2586,,
ARM,,1.8484,,,2.2352,2.7727,2.4694,2.135,2.145,2.4867,2.712,2.7158,3.0189,3.1727,3.8408,3.249,3.1438,3.2778,
AUS,5.1113,5.2214,,,,4.885,,,,,4.9178,4.7572,4.675,4.6456,5.1096,5.5883,,,
AUT,5.4847,5.3176,,6.2448,6.253,5.7264,5.7401,5.6775,5.5255,5.475,5.4384,5.4039,5.3339,5.4691,5.9754,5.915,,,
AZE,3.3374,3.5125,,3.38,4.2122,3.854,3.5034,3.1545,3.2862,3.4477,2.9746,2.5555,2.5493,2.4409,3.2243,2.7806,2.4356,,
BHS,,,,,,2.85,,,,,,,,,,,,,
BHR,,,,,,,,,,,,3.3549,3.0291,2.9309,,,,2.5759,
BGD,,,2.2296,,2.4179,2.3844,2.4598,2.3178,2.3806,2.2483,,2.4554,2.5551,2.3908,2.2338,,,,
BRB,,,,,4.2546,4.6216,5.9389,5.7713,6.1233,5.9107,5.5643,,5.1036,5.0979,5.3904,5.8868,,5.6104,
BLR,5.4617,5.0052,,,6,6.1966,,,,5.7123,5.871,6.077,5.1521,,4.5167,5.4101,4.8438,5.1499,
BEL,3.0255,3.0871,,,,,5.9779,6.09,6.0229,5.955,5.922,5.9838,6.004,6.4311,6.5681,6.5766,,,
BLZ,,,,,5.4444,5.0293,5.7992,5.5395,5.2061,5.2994,,,,5.6879,6.0958,6.6134,,,
BEN,,,,2.7479,2.8387,3.1459,3.4664,3.2109,3.4256,3.9155,4.0021,3.8289,3.5015,4.0813,4.5504,5.3451,,,
BTN,,,,,,5.5138,5.7178,,,6.418,7.0781,,,4.7975,4.6293,4.0243,4.6526,,
BOL,5.6082,4.6574,,5.523,5.6593,5.4734,5.8995,6.2303,6.379,,,6.3136,,7.0397,8.0812,7.6001,6.8926,,
BWA,,,,,,,,,,,10.6786,,8.8515,,9.4874,,,,
