ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,26211,27648,,,,,95185,,97504,,
ALB,,38502,40125,40859,42160,43600,53014,,,,,,,134877,158963,
DZA,,456358,,549009,624788,682775,716452,792121,817968,901562,,1149670,1144270,1188560,1210270,
AND,,,,,267,306,331,342,401,,459,,,,491,
AGO,,7845,,,12566,48184,37547,48184,48694,,,,,142798,,
ATG,,,,,,,,,,,,1037,1170,1068,1792,
ARG,,1600880,1766930,1918710,2026740,2101440,2116880,2082580,2202030,2208290,2287870,2387050,2520980,2660510,,
ARM,,89261,92914,90417,99761,104891,108750,115475,127499,135725,141407,146224,146125,141455,121264,
AUS,869172,845636,845132,868689,1012210,1005980,1003000,1024590,1040150,1083720,1117800,1199840,1276490,1324260,,
AUT,,252893,261229,264669,223735,229802,238522,244410,253139,260975,284791,308150,350187,361797,,
AZE,,,,,,,,,181293,181937,180298,180276,180727,181057,184834,
BHR,,11048,,,,19079,18524,18841,18403,,,,34689,32327,31218,
BGD,,709224,726701,878537,855339,877335,821364,911600,1053570,1145400,1294540,1582180,,2008340,,
BRB,,6915,8074,7979,,,,,,11405,,14324,13232,12421,,
BLR,361033,387347,411861,437995,463544,488650,507360,528508,544328,556526,544434,554060,568772,584846,587958,
BEL,,351788,355748,359265,366982,374532,386110,389547,394427,393687,401652,425219,445309,462419,,
BLZ,,,,,,,,4571,4931,5362,5775,6972,7008,7223,8280,
BEN,,19094,22415,28075,34336,39406,41282,42197,42603,,,82402,,110181,,
BTN,,1479,,,,,,3553,3820,4190,5051,4926,5499,6863,7400,
BOL,,252706,278763,301984,311015,337914,346056,,,352554,,,,,,
BIH,,,,,,,,,,,104938,105488,105137,107537,107083,
BWA,,9595,10677,11881,13221,15628,15724,15710,16239,,,,,,,
BRA,,2456960,2781330,3125740,3582100,3994420,4275030,4572300,,5272880,5958140,6115140,6552710,6929320,,
BRN,2917,3705,3984,4479,4418,4546,4917,5023,5094,5284,5607,6107,5776,6626,8336,
BGR,,270077,261321,247006,228394,230513,228468,237909,243464,258692,264463,274247,287086,285265,,
