ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BFA,,9878,11100,12322,15535,18200,,27942,30472,33459,41779,47587,51166,60998,68894,
BDI,,5037,6132,6289,10546,11915,15706,16915,17953,19296,21856,24290,29269,,,
KHM,,,22108,25416,32010,43210,45370,56810,94708,117420,137490,168003,195166,223222,,
CMR,,66902,65697,68495,77707,81318,83903,99864,120298,132134,147631,174144,220331,244233,,
CAN,1192570,1220650,1212160,,,,,,,,,,,,,
CPV,,706,801,718,1810,2215,3036,3910,4567,5289,6658,8465,10144,11769,11800,
CAF,,6229,6323,,,,6384,,4462,,9473,10427,11158,13289,12522,
TCD,,,5901,6106,,7397,10081,12373,,,18990,20394,22130,24349,,
CHL,,450952,452177,,521609,567114,580815,663694,661142,753398,804981,876243,987643,1061530,1118770,
CHN,,6365620,7364110,9398580,12143700,15186200,18090800,20601200,23360500,25346300,26691700,29295800,31046700,31308400,32586000,
COL,879840,877944,934085,977243,989745,986680,1112570,1223590,1314970,1372670,1487190,1570450,1674420,1849470,1958430,
COM,,649,714,,,1707,1779,,,2598,,4594,5091,6232,7054,
COG,,10713,15629,13403,12164,12347,,,,,,23397,,33928,39303,
CRI,,,,,,,108765,110717,,,,,,194933,203175,
CIV,,96681,,,,,,,,156772,,152896,144270,,,
HRV,,95889,,104168,112537,121722,,134658,136646,139996,143410,139069,149853,153960,,
CUB,104595,153463,158674,178021,191262,235997,396516,471858,681629,864846,987250,970895,800873,664775,503182,
CYP,,10842,10414,11934,13927,18272,20849,20078,20587,22227,25688,30986,32233,32118,,
CZE,,231224,253695,260044,284485,287001,318858,336307,338009,363277,392540,416847,437354,446158,,
COD,,60341,,,,,,,,237836,308739,377867,,487685,511251,
DNK,,189970,189162,192022,196204,201746,217130,232255,228893,232194,230707,234574,240536,,,
DJI,,175,190,496,728,906,1134,1696,1928,2192,2453,3159,3225,4705,,
DOM,,,,,,286954,293565,,,,,,,,,
ECU,,,,,,,,,,,534522,,,,,
EGY,,,,2118680,2263640,2097520,2260760,2351980,2402860,2484980,2500910,2567570,2636580,2246240,,
SLV,117626,118491,114675,109946,113366,116521,120264,122431,124956,132246,138615,143849,150012,160374,169860,
GNQ,,,1003,,,,,,,,,,,,,
ERI,,3994,4135,5505,5507,,4612,,,,,9949,12039,,,
EST,,48684,53613,57778,60648,63625,65659,67760,68286,68767,68168,68399,68985,,,
ETH,,52305,67732,87431,101829,147954,172111,191212,,,335471,401918,577594,632344,693287,
FJI,,,,,,12779,12783,12717,,,,,,47950,,
FIN,250047,262890,270185,279628,283805,291664,299888,305996,308966,309163,309648,296691,303554,308336,,
FRA,,2012190,2015340,2031740,2029180,2119150,2160300,2187380,2201200,2179500,2164540,2172860,2245100,2259450,,
GAB,,7473,,,,,,,,,,,,,,
GMB,,1169,1212,,,,1530,,,,6489,,,,,
GEO,,130164,137046,140627,149142,155453,155058,174255,144991,141303,129926,95225,105696,110557,99376,
DEU,,,,,,,,,,,,,,2763120,,
GHA,,,,,,,,119559,110184,140017,190273,203376,,285862,295344,
GRC,,387859,422317,478205,529233,561468,597007,646587,653003,602858,,,641844,,,
GRD,,,,,,,,,,,,6689,,,,
GTM,,,,,111739,,,,,233885,,,,,,
GIN,,,,,,16858,17218,23788,42711,68261,80222,83887,98528,103192,101173,
GNB,,,,,,,,3122,3689,,,,,,,
GUY,,,,,,4848,6933,,7370,7532,7306,7124,7939,8367,8857,
HND,,85000,90620,96612,110489,119877,122874,,,,147740,,169878,,174935,
HUN,,279397,307071,330549,354386,390453,422177,436012,438702,431572,413715,397679,388950,381927,,
ISL,8100,8462,9667,10184,11584,13347,14710,15169,15721,15821,16631,16919,18051,18845,,
IND,,,9404460,9834050,10576700,11295000,11852900,11777300,12852700,14863000,17211200,18500300,20740700,26651000,,
IDN,,,3126310,3017890,3175830,3441430,3551090,3662230,3657430,3806630,4419580,4859410,5001050,5364300,,
IRN,,1308150,1404880,1569780,1566510,1714430,1954920,2126270,2398810,2828530,3391850,3349740,3790860,4117210,4404610,
IRQ,,271508,288670,,317993,,412545,424908,,,,,,,,
IRL,142774,151137,160611,166600,176296,181557,188315,186561,186044,190349,178518,182609,194009,196321,,
ISR,,246806,255891,270979,299716,301326,301227,310937,310014,327108,325246,342707,360378,,,
ITA,,1797240,1770000,1812320,1854200,1913350,1986500,2015000,2029020,2033640,2013860,2011710,1980400,1967570,,
JAM,,21840,35995,42502,45394,51355,52260,47583,47427,,61139,61509,71352,70683,78268,
JPN,3963660,3940760,3982070,3972470,3966670,3984400,4031600,4038300,4084860,4032620,3938630,3874220,3836310,3880540,,
JOR,,,142190,,162688,186189,214106,217823,220103,231657,254752,266881,246928,252446,,
KAZ,,,,,,603072,664449,753181,780783,772600,719802,635241,610264,638008,652007,
KEN,,,89016,94629,98115,,108407,113532,,,,167983,,,,
KWT,,,,34779,36982,37153,36866,,,,,,,,,
KGZ,,131222,160684,190508,209245,201128,205224,220460,233463,239380,271532,266991,260583,258869,,
LAO,,12076,14149,16745,23018,28117,33760,47424,56716,75003,89457,113341,118295,125323,126314,
LVA,,82042,91237,102783,110500,118944,127656,130706,131125,129497,127760,125360,112567,103856,,
LBN,,113022,116014,134018,142951,144050,154635,165730,173123,187055,196682,199656,202345,216851,212467,
LSO,,4046,4470,4976,5005,6108,,7918,8500,,,,,,25507,
LBR,,20804,52251,,,,,,,,,,33470,,43883,
LBY,,308474,290060,324603,359146,375028,,,,,,,,,,
LIE,,,,,,440,532,527,636,673,800,754,787,984,,
LTU,,107419,121904,135923,148788,167606,182656,195405,198868,199855,204767,210744,201373,187117,,
LUX,,,2437,2533,2965,3077,,,2692,,2979,,5376,,,
MKD,,35141,36922,40246,44710,45624,46637,49364,48368,58199,65504,65200,61764,67490,,
MDG,,30800,32046,30712,31925,35480,42143,44948,49680,58313,62069,68460,74444,85548,90235,
MWI,,3179,3584,4129,4531,4757,5782,5810,6298,6458,,,10296,12203,,
MYS,442625,473357,549205,557118,632309,725865,731077,696760,737267,805136,922239,1000690,1061420,1036350,,
MDV,,,,,,73,,,,4386,5171,,,,,
MLI,,18662,19751,21861,22632,,,,,,67839,76667,81188,87653,97279,
MLT,,5768,6315,7422,7259,8946,7867,9441,,9811,9472,10352,10840,11446,,
MHL,,,,888,903,919,,,,,,,,,1330,
MRT,,10206,,9033,8173,8941,9292,8758,10157,11794,12004,12519,14536,16151,17878,
MUS,,10825,12130,18779,16859,16955,17627,20514,22221,22971,25578,30545,33427,35906,40165,
MEX,,1837880,1962760,2047900,2147080,2236790,2322780,2384860,2446730,2528660,2623370,2705190,2847380,2981310,,
FSM,,1510,1539,,,,,,,,,,,,,
MNG,,65272,74025,84970,90275,98031,108738,123824,138019,142411,151533,162217,165769,171165,173856,
MAR,,273183,276375,310258,315343,335755,343599,366879,384595,369142,401093,418833,446073,505681,,
MOZ,,10322,11619,,,17225,22256,28298,,,75457,84074,,113464,,
MMR,,,,553456,,,,,,507660,,,,659510,,
NAM,11209,,,13339,11030,11788,,13566,13185,,19707,,,,,
NPL,,,94401,103290,119670,124817,147123,187165,202076,254792,284973,289262,376869,385454,,
NLD,,469885,487649,504042,516769,526767,543396,564983,579622,590121,602286,618502,650905,780014,,
NZL,161288,167308,171962,177634,185099,195511,243425,239983,237783,242651,244355,263028,266232,262230,,
NIC,,,,,100363,103577,,,,,,,,,,
NER,,,,,,8850,8774,10799,11208,10869,12823,15992,17096,18328,21764,
NGA,,699109,,,,1234220,1289660,1391530,,,,,,,,
NOR,183026,187482,190944,190054,197064,212395,213845,213940,214711,215237,212672,219282,224706,229743,,
OMN,,,,,36204,36826,41578,48483,55956,61548,63262,75715,78063,89230,,
PAK,,,,,,401056,520666,782621,820347,954698,973792,1226000,,1572660,1816950,
PLW,,,597,480,484,,,,,,,,,,,
PAN,102502,108764,118502,117864,117601,130026,128558,126242,130838,132660,134290,135209,139116,133497,,
PNG,9859,9943,,,,,,,,,,,,,,
PRY,,66065,83088,96598,146489,143507,148699,155727,,180637,217024,236194,225211,336335,,
PER,,,,823995,831345,839584,896501,909315,952437,,,,1206970,,,
PHL,,2208640,,2432000,2467270,2427210,2421000,2402650,2483990,,2651470,2625380,,,,
POL,1191100,1399090,1579570,1774980,1906270,1983360,2044300,2118080,2145690,2146930,2165980,2150000,2148680,2080330,2007210,
PRT,,356790,373745,387703,396601,400831,395063,380937,367312,366729,376917,373002,383627,,,
QAT,,8880,,7808,7831,7826,9287,9699,10161,11132,12545,13133,13846,15352,17266,
KOR,2636390,2837880,3003500,3129900,3210140,3223430,3224880,3210180,3204040,3208590,3204310,3219220,3269510,3356010,3359740,
MDA,,103672,103944,102825,107731,114238,119981,130350,143750,148449,143601,135147,130168,128988,124784,
ROU,,407720,452621,533152,582221,643911,685718,738806,834969,928175,1056620,1098190,999523,108673,,
RUS,,,6331320,7171870,7969620,8099660,8605950,9003210,9167280,9370430,9446410,9330120,,,,
RWA,,5678,9357,12802,15940,20393,25233,27787,37149,41013,45128,55213,62734,,71638,
KNA,,,,,,,,,,,859,,,,,
LCA,,,,,,,2285,2197,1628,1438,2577,2796,1973,2621,1683,
WSM,,1871,1182,,,,,,,,,,,,,
SMR,,,942,,,,,,,,929,,937,931,872,
STP,,,,,,,,,,,,704,766,,1421,
SAU,296927,371522,404094,432348,444800,525344,573803,603771,636445,674412,714877,757770,903567,1021290,1206010,
SEN,,29303,,,,,52282,59127,62539,71211,91359,94371,92106,,,
SRB,,,,,,,,,,238710,237598,235940,226772,228531,231661,
SYC,,,,,,,,,,,,,,189,103,
SLE,,,6744,8913,9041,,,,,,,,,,,
SGP,,,,,,,,,,,183627,198634,213446,236891,243546,255348
SVK,,122886,135914,143909,152182,158089,164667,181419,197943,217952,229477,234997,234526,226305,221227,
SVN,,79126,83816,91494,99214,101458,104396,112228,114794,115944,115445,114391,114873,107134,104003,
ESP,,1786780,1828990,1833530,1832760,1840610,1839900,1809350,1789250,1777500,1781020,1800830,1878970,1950480,,
LKA,,,,,,,,,,,,,252949,232333,271389,
SUR,,,,,5186,,,,,,,,,,,
SWZ,,4880,4738,4761,5193,5369,6594,5897,5692,,,,,8904,,
SWE,,335124,346878,358020,382851,414657,429623,426723,422614,413710,406879,422580,455025,463530,,
CHE,,156390,156879,163373,170085,185965,195947,199696,204999,213112,224469,233488,248639,257696,,
SYR,,,,,228267,244890,289925,360736,425636,472925,520901,533339,573930,571401,,
TJK,,95675,103142,103875,108996,122591,137438,148879,165139,179713,189427,191589,195697,191198,194137,
TZA,,18867,,21960,,31049,42948,51554,,,,,,,166014,
THA,,1814100,1900270,2095690,2155330,2205580,2251450,2359130,2338570,2503570,2430050,2417260,2426580,2497320,2430470,
TLS,,,,,6349,,,,,,,16727,18553,,,
TGO,,,,,,,,,28076,32502,,,55959,63496,65617,
TON,,364,526,453,600,668,,,,,,,,,,
TTO,,7572,7737,8614,12036,12316,16751,,,,,,,,,
TUN,,157479,180044,207388,226102,263414,291842,311569,325325,326185,350828,360172,373427,361930,357392,
TUR,1409630,1464740,,1607390,1677940,1918480,1972660,2106350,2342900,2453660,2532620,2924280,3529330,3817090,,
UGA,,40591,55767,62586,79958,88330,88360,,92605,,107728,123887,,289545,,
UKR,,1737000,1811540,1950760,2134680,2296220,2465070,2604880,2740340,2819250,2847710,2798690,2635000,2566280,,
ARE,,,,,,,,,,77296,78480,85788,94712,,,
GBR,,2080960,2024140,2067350,2240680,2287830,2247440,2287540,2336110,2362820,2329490,2415220,2479200,2492280,,
USA,,13769400,13202900,13595600,15928000,16611700,16900500,17272000,17487500,17758900,18248100,19102800,20427700,21016100,,
URY,,91175,91175,96757,98420,101198,103331,110684,113368,158841,162968,161459,163156,,,
UZB,,295859,305409,323211,344604,359708,376904,265957,280837,288550,299010,300782,289208,277437,,
VUT,,643,656,675,895,914,955,,,,,,,,,
VEN,,,668109,,927835,983217,1049780,,,,2109330,2123040,,,,
VNM,,810072,732187,749253,784675,829459,,1354540,1427050,1587610,1654850,1774320,2020410,2229490,2261200,
YEM,,164166,,,193426,193290,192071,199813,200853,236972,251187,274827,272130,267498,,
ZMB,22701,23155,24553,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,94611,93285,94012,
EAZ,,19558700,21793500,27086800,29892200,33414300,35754900,39835400,42866200,43464600,47842700,51194300,50921700,52729600,41190800,
ECZ,,18430800,23753000,27095500,28816900,30597800,31738500,32917200,33958800,34765400,34601500,34958500,26968400,28060600,,
HIS,,36951000,43176500,43571600,48040800,49521900,50687900,51972500,52572900,53349600,53574000,54755700,48204400,50177800,,
LCS,,8136610,9552700,9950460,12389800,13353300,14201200,12988300,,14217300,17670900,17525200,17541000,17074400,,
LIS,,1243720,1512840,2258400,,1844810,1998770,2125190,,,3372020,4248800,,6025890,,
LMS,,,16765000,21879400,23965800,26600900,26992000,28700900,28747600,29957100,35353800,37613500,36596600,44279300,,
MES,,3696540,,5967560,7234380,7174750,7821140,8320700,8382180,9202510,9074540,10409300,11185900,10902200,,
NAS,,14990000,14415000,13595600,15928000,16611700,16900500,17272000,17487500,17758900,18248100,19102800,20427700,21016100,,
SAZ,,,10225600,10815900,11551700,12724500,13369700,13662200,14932500,17226400,19774700,21697900,21376100,30954100,,
SSS,,1289040,,,,1892590,2130270,2394810,,,,,,,,
UMS,,21244800,22195700,27351200,32644800,37801300,42237500,44592200,43669500,51424200,56600000,60626000,63107100,63235500,45918300,
# Series: TEDALLTO,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, all programs, total",,,,,,,,,,,,,,,,
"# Definition: Number of total males and females enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
