ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
AFG,13.7,14.1,14.6,15,15.3,15.8,15.9,15.93,16.43,16.86,17.4,18.05,19.05,21.32,24.24,24.94
ALB,5.9,5.9,5.4,5.7,7,7.1,6,6.46,6.7,6.92,6.79,7.13,7.31,7.3,6.81,6.9
DZA,108.9,108,110.1,114.7,119.3,122,118.3,123.83,129.44,131.72,136.58,145.51,155.12,158.64,168.93,170.94
AGO,167.9,169.4,170.6,171.4,173.4,174.4,180.5,186.75,196.41,203.84,207.92,217.45,228.28,237.66,246.87,254.16
ATG,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.75,0.79,0.82,0.85,0.89,0.93,0.97,1.15
ARG,384.5,394.2,400.4,403.3,408,410,386.3,382.03,392.2,419.2,420.45,431.99,436.86,447.76,442.32,450.46
ARM,6.9,5.9,6.5,6.5,6,6.2,6.4,5.94,6.4,6.76,7.55,7.68,8.46,9.05,8.13,14.17
AUS,425.3,450.1,464.7,480.1,493.1,502.5,529.8,538.58,538.42,535.7,546.95,669.15,679.41,690.63,696.31,736.6
AUT,75.3,78.7,77.9,78.3,76.1,76.2,80.5,81.82,86.73,87.21,88.62,86.44,84.29,83.77,76.95,82.42
AZE,47.2,45.2,44.5,60.3,57.6,59.2,45.9,46.68,49.26,51.76,56.17,57.37,55.91,60.4,58.89,64.21
BHS,1.9,1.9,1.9,2,2,2,2,2.3,2.09,2.38,2.51,2.57,2.67,2.72,2.85,3.88
BHR,14.9,14.9,16.2,17.3,16.7,17.4,17.9,18.88,19.77,20.45,21.82,23.93,25.05,26.3,27.03,34.81
BGD,76.7,78,80.9,83,84,87.8,93.3,95.44,98.15,100.77,104.91,109.46,113.17,118.35,123.64,130.77
BRB,2.7,2.8,2.8,3.1,3.2,3.2,3.2,3.2,3.25,3.28,3.34,3.37,3.44,3.53,3.61,3.55
BLR,76.8,78.3,77,74.6,73.3,74.7,78.7,80.6,82.79,85.79,85.38,88.5,87.08,87.72,85.92,86.76
BEL,142.2,148,145.2,148.2,144.9,145.5,144.3,136.37,143.44,139.62,135.94,134.66,129.55,132.57,129.23,157.15
BLZ,10.5,10.6,10.9,11,11.4,11.7,11.8,11.65,11.84,12.02,12.21,12.43,12.66,12.85,8.73,17.65
BEN,24.4,25.1,25.5,25.7,26.2,26.5,22.7,23.2,23.76,24.14,24.26,25.95,26.77,26.96,27.41,27.85
BTN,-2.6,-2.5,-2.4,-2.4,-2.3,-2.3,-2.5,-2.5,-2.61,-2.76,-2.75,-2.75,-2.75,-2.73,-2.72,-2.81
BOL,122.6,123.4,124,124.4,123.1,120.6,120.9,124.55,127.56,129.32,135.27,148.66,146.72,147.84,148.75,147.8
BIH,7.9,9.4,14.4,17.3,17.8,22,21,21.73,21.76,22.71,23.15,24.38,24.37,26.86,27.02,28.63
BWA,37.6,36.7,36.3,36.3,35.9,35.4,35.4,35.41,35.2,35.26,35.43,35.55,35.72,36.08,10.87,61.23
BRA,2075.1,2099.2,2112,2121.1,2127.3,2129.5,2269.2,2306.98,2335.37,2391.16,2439.95,2040.98,2052.3,2067.22,2040.09,2136.21
BRN,17.5,17.9,18.3,18.7,19,19.3,19.1,19.16,20.16,19.79,19.85,22.33,22.47,23.22,21.94,22.59
BGR,76.5,74.6,69.6,66.8,61.4,60.1,53.7,51.43,54.91,53.36,54.74,55.99,59.36,57.37,49.38,51.56
BFA,23,23.5,24.1,24.5,25.1,25.6,26.1,26.64,27.26,27.83,28.4,29.22,30.07,30.68,31.2,31.82
BDI,5,6.5,8,9.5,11,12.6,14,17.47,20.91,24.45,27.9,29.44,31.48,33.56,35.62,37.69
KHM,40.1,40,39.8,39.8,39.6,39.5,45,46.41,48.04,49.55,51.33,45.74,46.42,47.1,47.39,47.5
CMR,199.1,198.7,199.4,199.9,200,200.5,199.4,198.51,197.89,197.66,196.83,197.31,199.31,199.2,200.47,198.97
CAN,647.7,654.6,664.2,672.1,671.7,687.3,682.4,675.53,711.18,711.2,723.82,713.15,726.14,706.1,669.35,726.63
CPV,-0.3,-0.3,-0.2,-0.2,-0.2,-0.1,0.4,0.41,0.44,0.47,0.52,0.55,0.57,0.59,0.6,0.7
CAF,121.9,117.5,113,108.5,104.1,99.6,99.6,99.68,99.81,99.93,100.07,100.9,101.54,102.18,102.81,103.55
TCD,39.2,40.2,41.3,42.3,43.4,44.5,46.1,47.8,49.69,51.36,53.06,53.26,53.5,53.72,53.82,53.85
CHL,44.7,50.9,57.5,58.7,61.5,57.6,59.5,61.92,63.8,68.59,70.19,74.61,81.79,83.62,78.4,92.07
CHN,4113.3,4246.2,4234.6,4235.8,4263,4277.8,4181.7,4576.35,5274.81,6144.29,6706.45,7410.78,7848.46,8406.66,9130.11,10081.5
COL,190.6,192.9,196.5,202.3,193.4,197,196.8,194.73,196.88,198.5,204.03,207.76,206.41,210.89,218.18,215.44
COM,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.49,0.5,0.5,0.51,0.43,0.43,0.44,0.44,0.44
COG,20.8,20.5,21,20.8,20.3,20.2,20.5,20.42,20.78,20.8,22.92,20.38,20.34,20.39,20.65,21.79
COK,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.11,0.11,0.11,0.11,0.12,0.12,0.02
CRI,16.8,16.8,17,17.5,17.8,18.3,4.4,4.46,5.03,4.88,5.36,6.21,7.32,7.83,7.86,7.47
CIV,45.3,46.6,46.5,45.7,48.3,47,43.4,45.12,44.26,45.38,46.1,55.56,56.93,57.25,56.5,57.29
HRV,21.1,21.1,23.1,24.4,24.3,23.8,25,26.28,27.89,27.64,27.95,28.19,29.46,28.48,26.9,25.09
CUB,28.4,30.4,33,33,34,36.4,31.6,31.56,33.03,33.23,34.6,41.51,40.36,42.2,45.78,43.59
CYP,6.4,7,6.8,7.2,7.2,7.8,7.7,7.89,8.64,8.25,8.44,8.77,9.17,9.54,9.37,9.86
CZE,151.8,154.3,156.1,148.3,136.7,148.1,147.9,145.97,147.44,148.39,146.69,148.84,150.23,143,132.64,115.58
PRK,123.7,113.5,105.6,98.3,103.3,108.1,111.3,108.7,110.79,112.9,116.66,118.33,105.65,113.06,110.2,106.11
COD,359.7,352.5,344.7,337.1,329.5,321.6,319.7,317.98,316.43,314.81,313.35,313.9,314.52,315.15,315.45,316.27
DNK,73.5,86.8,77.6,74.1,69.9,66.1,65.9,65.25,70.05,64.5,60.42,69.5,64.58,61.22,58.27,57.44
DJI,0.9,1,1,1,1,1,1,0.99,1,1.05,1.07,1.09,1.1,1.14,1.15,1.73
DMA,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.27,0.28,0.25,0.28,0.28,0.29,0.3,0.29,0.2
DOM,20.6,21.8,24.2,26.3,27.1,28.9,29.6,30.68,30.91,28.3,29.5,31.25,32.1,32.03,31.44,30.39
ECU,123,124.6,125.1,125.6,123.7,124.6,127.1,128.53,130.97,132.54,134.85,134.62,135.19,134.61,135.36,138.92
