ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,19.26,21.32,22.12,25.38,27.63,32.26,34.07,41.56,45.59,49.33,57.46,60.8
ALB,9.27,10.29,9.4,10.71,11.96,13.12,14.36,15.01,16.18,17.61,19.17,21.5,22.73,25.84,27.46,27.09,28.62,28.45,29.09
DZA,197.73,208.1,214.03,227.35,238.1,248.85,266.19,285.53,312.08,334.55,365.67,383.3,406.82,422.97,433.2,454.23,476.28,509,530.5
AGO,,27.85,29.2,36.17,35.77,37.41,39.9,42.17,48.7,56.77,68.83,85.66,107.81,125.1,129.09,135.11,143.17,151.65,178.55
ATG,0.57,0.62,0.66,0.7,0.74,0.78,0.8,0.84,0.9,0.99,1.1,1.27,1.4,1.45,1.31,1.21,1.21,1.26,1.29
ARG,328.33,353.08,388.09,407.51,399.4,404.89,396.36,359.36,399.08,446.53,510.53,570.2,632.2,664.6,670,740.2,820.1,842.7,880.4
ARM,5.11,5.51,5.79,6.28,6.56,7.13,7.98,9.18,10.67,12.11,14.24,16.61,19.4,21.14,18.29,18.91,20.19,22.02,23.14
AUS,392.78,414.76,436.83,466.68,491.43,523.45,549.62,583.04,613.69,653.25,692.59,737.36,792.99,836.5,873.62,901.94,961.01,983.15,1029.7
AUT,186.79,193.98,199.37,209.19,217.28,231.84,233.72,246.21,254.41,268.3,276.67,302.75,315.62,331.66,328.45,338.92,360.53,364.61,374.36
AZE,19.4,19.52,21.06,22.94,25.17,27.75,31.27,35.66,39.7,47.39,59.63,85.21,109.08,121.63,131.86,141.55,144.67,152.07,160.3
BHS,3.84,4.08,4.28,4.46,4.79,5.14,5.16,5.28,5.32,5.52,5.89,6.22,6.48,6.45,6.23,6.4,6.6,6.79,6.94
BHR,9.74,10.34,10.83,11.48,12.14,14.86,15.85,17.09,18.73,21.18,24.16,26.55,29.52,31.98,33.04,34.89,36.36,38.34,40.99
BGD,103.83,110.66,118.57,126.14,134.13,145.36,156.51,165.98,178.17,194.49,212.68,233.82,255.39,276.5,294.73,316.32,344.15,372.02,400.46
BRB,2.42,2.5,2.72,2.85,2.97,3.1,3.1,3.13,3.28,3.43,3.72,4.03,4.2,4.3,4.16,4.22,4.33,4.4,4.48
BLR,39.29,41.08,46.55,51.03,53.51,57.9,62.03,66.16,72.23,82.71,93.42,105.92,118.14,132.79,134.03,146.15,157.28,162.51,166.5
BEL,227.62,231.81,242.83,248.77,259.28,283.8,293.63,310.47,314.42,324.76,337.31,361.46,378.33,396.53,398.44,416.56,440.13,442.5,451.6
BLZ,0.98,1.02,1.07,1.12,1.24,1.42,1.52,1.63,1.82,1.95,2.08,2.24,2.33,2.47,2.49,2.6,2.71,2.87,2.93
BEN,6.11,6.49,6.98,7.33,7.83,8.4,9.13,9.68,10.26,10.87,11.54,12.34,13.25,14.19,14.68,15.24,16.08,17.26,18.49
BTN,1.08,1.12,1.24,1.26,1.32,1.6,1.9,1.99,2.37,2.48,2.54,3.1,3.42,3.56,3.9,4.45,4.94,5.27,5.62
BOL,22.7,24.06,25.71,27.38,27.84,29.17,30.39,31.67,33.1,35.34,38.13,41.33,44.21,47.89,49.89,52.62,56.32,60.26,65.3
BIH,4.53,8.73,12.7,14.73,16.54,17.65,18.98,20.29,21.6,23.51,25.33,27.46,31.96,34.33,34.88,34.98,37.22,37.41,39.48
BWA,10.03,10.8,11.85,12.02,13.33,13.89,14.16,15.25,16.82,17.74,19.15,21.26,23.73,25.12,23.33,25.66,27.94,29.46,31.66
BRA,1283,1318.7,1381.1,1399,1439.2,1531.8,1588,1642,1699.9,1849,1969.9,2096.9,2294.3,2465.2,2472.8,2692.9,2818.4,2890,3009
BRN,16.78,17.59,17.95,17.84,18.56,19.52,20.48,21.8,22.85,23.76,24.41,26.41,27.22,26.84,26.92,27.65,29.16,30.26,30.09
BGR,48.48,44.96,44.83,50.5,48.27,52.51,55.8,60.62,65.29,70.39,76.87,86.02,97.43,109.68,106.91,108.94,118.84,117.71,119.82
BFA,7.3,8.21,8.85,9.53,9.41,9.8,10.68,11.7,12.74,14.22,15.1,14.76,15.35,19.06,19.78,21.1,22.5,25.59,28.85
BDI,3.79,3.55,3.55,3.76,3.78,3.83,4,4.24,4.27,4.6,4.79,5.21,5.6,6,6.25,6.57,6.98,7.39,7.83
KHM,8.59,9.22,9.9,10.51,11.93,13.27,14.68,15.88,17.58,19.93,23.3,26.6,30.09,32.73,33.01,35.4,38.65,42.16,45.98
CMR,21.21,22.68,24.24,25.74,27.25,29.04,31.05,32.79,34.79,37.07,39.14,41.64,43.96,46.44,47.67,49.87,52.93,56.33,60.33
CAN,680.74,705.79,747.97,789.09,841.32,892.38,932.87,960.67,1014.6,1076.1,1162.4,1233.2,1292,1333.4,1302.9,1359.2,1419.5,1457,1521
CPV,0.56,0.6,0.65,0.71,0.8,0.88,0.96,1.03,1.09,1.18,1.28,1.44,1.63,1.77,1.76,1.81,1.92,1.98,2.02
CAF,1.74,1.7,1.82,1.93,2.03,2.02,2.16,2.27,2.19,2.39,2.49,2.76,3.06,3.25,3.56,3.84,4.05,4.29,2.79
TCD,5.32,5.54,5.96,6.44,6.49,6.58,7.51,8.27,9.68,13.29,16.09,16.7,17.7,18.6,19.53,22.44,22.9,25.39,26.69
CHL,107.51,118.59,129.39,135.92,136.71,146.15,154,160.22,171.33,188.38,206.43,250.98,273.94,271.09,269.59,312.74,348.84,367.5,386.1
CHN,2290.5,2575.1,2835.4,3068.5,3313.6,3604,3979.1,4445.6,5004.2,5667.5,6553.3,7733.1,8827.8,9905.2,11072.2,12133,13464.9,15083,16482
COL,277.79,288.67,303.69,308.73,299.97,266.37,277.05,288.35,305.64,330.76,357.44,393.1,431.38,455.41,466.49,490.89,533.51,564.8,598.2
COM,0.57,0.57,0.6,0.62,0.64,0.66,0.7,0.74,0.77,0.79,0.85,0.89,0.92,0.94,0.97,1,1.04,1.09,1.15
COG,5.86,6.23,6.29,6.6,6.49,7.18,7.65,8.13,8.31,8.89,11.74,12.85,12.99,13.98,15.14,16.66,17.59,18.59,19.51
CRI,21.59,22.18,23.82,26.1,28.65,29.82,30.84,32.22,34.97,37.46,40.93,45.9,50.85,53.26,53.13,56.43,60.14,64.33,67.59
CIV,29.45,32.31,34.74,36.78,37.9,37.33,38.18,38.21,38.36,40.12,41.93,43.52,45.44,47.35,49.45,51.24,49.77,55.45,61.19
HRV,36.77,40.02,37.52,39.09,39.11,48.4,51.83,55.83,59.62,64.1,68.02,74.82,82.89,89.66,85.59,82.81,86.51,86.74,88.58
CUB,40.71,44.71,46.74,47.32,51.02,55.26,58.32,60.06,63.58,69.1,79.32,91.62,100.88,107.1,109.48,113.46,119.05,124.84,130.18
CYP,10.18,10.57,11.01,11.68,12.4,13.3,14.18,14.73,15.32,16.3,18.55,19.91,21.48,24.87,25.15,25.6,26.68,26.45,25.39
CZE,132.24,151.46,153.53,154.13,157.84,167.26,180.5,186.77,199.65,213.5,227.33,250.4,274.71,281.36,283.37,283.2,298.42,298.53,302.69
COD,20,22.31,21.62,21.26,20.73,4.46,12.48,13.14,14.13,15.44,16.08,17.92,19.38,20.86,21.81,24.61,27.58,29.8,32.82
DNK,122.11,128.76,135.9,141.3,146.58,157.98,162.11,169.87,168.34,179.02,184.69,202.31,211.03,224.35,219.68,231.96,238.35,239.34,244.5
DJI,1.12,1.1,1.11,1.12,1.16,1.19,1.24,1.3,1.36,1.46,1.55,1.67,1.81,1.95,2.06,2.18,2.34,2.46,2.62
DMA,0.34,0.35,0.36,0.39,0.39,0.4,0.4,0.39,0.41,0.44,0.47,0.52,0.56,0.59,0.59,0.59,0.62,0.63,0.63
DOM,34.74,37.91,41.64,45.06,48.76,52.7,54.86,58.95,59.98,62.44,70.43,80.33,89.44,94.58,96.62,106.45,114.29,117.96,122.76
ECU,51.78,54.53,57.65,59.63,59.55,73.27,76.46,81.57,85.35,93.82,103.77,111.43,115.93,126.05,127.59,136.38,149.58,162.3,171.8
EGY,291.43,314.25,336.58,354.81,379.75,409.76,432.17,451.07,474.43,505.52,549.49,605.59,665,722.18,766.32,815.27,846.36,875.3,907
SLV,23.75,24.56,25.9,27.29,28.33,29.85,30.7,31.79,33.44,35.11,37.16,40.33,42.78,43.74,43.04,43.71,46.28,47.76,49.42
GNQ,0.58,0.99,2.51,3.14,4,4.84,8.09,9.81,11.4,16.17,18.31,19.11,22.2,25.41,23.54,23.52,25.18,26.44,25.53
ERI,3.59,3.97,4.37,4.5,4.57,4.53,5.03,5.25,5.23,5.44,5.76,5.87,6.12,5.63,5.9,6.1,6.76,7.36,7.58
EST,9.23,9.84,11.21,11.71,12.19,13.71,14.51,16.17,18.12,19.81,22.52,26,29,30.02,27.19,28.28,31.55,33.61,34.66
ETH,23.64,27.05,28.39,27.65,29.57,32,35.42,36.58,36.5,42.65,49.22,56.13,64.2,72.67,79.56,90.62,102.77,113.6,127.3
FJI,3.64,3.93,3.87,3.96,4.4,4.42,4.61,4.86,4.99,5.38,5.58,5.9,5.96,6.16,6.15,6.19,6.47,6.68,7
FIN,98.43,101.61,111.02,120.05,126.57,137.12,142.91,147.8,150.02,162.42,168.22,181.89,198.2,211.11,201.21,205.42,217.03,215.09,216.57
FRA,1231.2,1273.1,1334,1405.6,1465.9,1584.9,1684.3,1763,1747.3,1816.2,1916.7,2056.7,2177.8,2260.8,2260.9,2331.1,2436.7,2436.8,2501.9
GAB,15.41,16.26,17.49,18.3,16.9,16.96,17.72,17.94,18.75,19.53,20.76,21.65,23.46,24.16,23.64,25.42,27.82,30.85,34.92
GMB,1.12,1.17,1.24,1.3,1.4,1.51,1.64,1.61,1.76,1.93,1.97,2.06,2.19,2.36,2.53,2.73,2.66,2.88,3.08
GEO,7.94,9,10.12,10.46,11.12,11.4,12.36,13.08,15.02,16.37,18.45,20.58,23.94,24.77,24.3,25.93,28.31,30.79,31.93
DEU,1884.6,1938.3,1986.3,2038.1,2110.2,2188.7,2283.5,2346,2420.4,2520,2646.6,2857.8,3023.7,3147.2,3045.3,3227.6,3461.4,3474.1,3591.3
GHA,21.73,23.16,24.54,24.76,26.38,28.15,30.11,32.24,34.8,37.94,41.64,45.95,50.22,55.52,58.18,63.61,74.66,82.68,89.9
GRC,154.52,161.06,171.27,177.25,183.68,201.27,218.45,237.3,250.41,266.23,270.38,298.67,310.29,332.67,332.54,316.59,300.82,282.6,283
GRD,0.5,0.53,0.56,0.6,0.67,0.74,0.72,0.75,0.82,0.81,0.94,0.93,1.01,1.04,0.98,0.98,1.01,1.01,1.05
GTM,42.58,44.62,47.31,50.21,53.05,56.08,58.79,62.03,64.7,68.75,73.14,79.53,86.68,91.32,92.48,96.27,102.21,107.26,112.83
GIN,5.64,6.01,6.42,6.8,7.22,7.23,7.46,7.8,8.3,8.37,8.78,9.27,9.69,10.37,10.42,10.75,11.4,12.06,12.54
GNB,2.28,1.83,1.66,1.16,1.19,1.46,1.41,1.4,1.39,1.42,1.57,1.59,1.7,1.82,1.83,1.97,2.11,2.39,2.43
GUY,2.35,2.58,2.79,2.77,2.89,2.92,3.05,3.14,3.17,3.36,3.4,3.69,3.65,3.79,3.95,4.17,4.49,4.79,5.12
HTI,10.5,11.15,11.64,12.03,12.53,12.85,13.05,13.26,13.45,13.5,14.17,14.94,15.86,16.3,16.93,16.19,17.42,18.24,19.32
HND,12.55,13.02,13.85,14.5,14.6,16.02,16.83,17.73,18.91,20.64,22.59,24.81,27.05,28.74,28.26,29.67,31.41,33.2,34.56
HUN,93.98,96.89,103.39,110.56,114.89,123.36,138.73,151.21,157.75,165.52,173.66,187.26,193.6,208.22,209.27,214.79,226.73,224.1,232.4
ISL,6.18,6.47,7.07,7.62,7.94,8.12,8.69,8.94,8.91,9.86,10.35,10.91,11.56,12.61,12.03,11.65,12.19,12.55,13.56
IND,1474.4,1613.9,1708.6,1835,2013.5,2140.3,2298.3,2423.7,2667.9,2959.3,3336.8,3757.8,4237.5,4497.1,4900.3,5469.1,5949.9,6344,6762
IDN,909.45,996.84,1061.54,932.2,952.99,920.51,975.9,1035.49,1106.66,1194.2,1302.67,1416.57,1546.43,1671.46,1762.29,1894.63,2057.13,2224.2,2388.41
IRN,464.71,506.8,532.91,553.47,572.23,615.32,652.52,709.88,798.4,877.88,965.56,1077.56,1178.26,1124.03,1177.31,1269.63,1349.5,1474.45,1674.11
IRQ,,,,,,225.5,196.03,186.67,106.43,173.39,189.72,249.8,260.41,335.67,357.92,367.37,409.12,480.92,494.17
IRL,65.97,72.48,81.07,90.79,99.44,112.14,122.14,134.63,142.85,154.48,167.46,186.94,205.08,196.36,189.11,195.58,206.68,207.6,212
