ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,23.1,,,,,
ARM,,,,,,,21.7,,,,,21.8,,,,,22.6,,,
AZE,,,,,,,,,,,,,22.1,,,,,,,
BGD,,,,,,,,,,,15.8,,,16.4,,,,17,,
BEN,,,20.4,,,,,21.8,,,,,21.2,,,,,,22.5,
BOL,,,,,22.6,,,,,22.7,,,,,23.5,,,,,
BRA,,,22.3,,,,,,,,,,,,,,,,,
BFA,,,,,,,,,,18.7,,,,,,,19.3,,,
BDI,,,,,,,,,,,,,,,,,21,,,
KHM,,,,,,,20.5,,,,,20.5,,,,,21.7,,,
CMR,,,,,19.1,,,,,,20.7,,,,,,,21.9,,
TCD,,,,16,,,,,,,16.1,,,,,,,,,
COL,23.2,23.5,,,,,23.5,,,,,23.8,,,,,24.3,,,
COM,,,20.5,,,,,,,,,,,,,,,,24.2,
CIV,,,,,20.3,,,,,,,,,,,,,,22.5,
COD,,,,,,,,,,,,,,20.3,,,,,,21
DOM,,,22.4,,,21.3,,,21.5,,,,,21.3,,,,,,21.8
EGY,,,,,,,,,,,,23.1,,,23.2,,,,,
ERI,,18.4,,,,,,,20.9,,,,,,,,,,,
ETH,,,,,,,16.7,,,,,17,,,,,,18,,
GAB,,,,,,,,,,,,,,,,,,,24.4,
GHA,,,,,20.5,,,,,21.7,,,,,23.4,,,,,
GTM,,21.2,,,,21,,,,,,,,,,,,,,
GIN,,,,,,17.8,,,,,,17.6,,,,,,,19.3,
GUY,,,,,,,,,,,,,,,,22.7,,,,
HTI,,,,,,,23,,,,,,23.4,,,,,,24.7,
HND,,,,,,,,,,,,21,,,,,,21.7,,
IND,,,,,,,,,,,,,19.8,,,,,,,
IDN,,,,,,,,,,21.6,,,,21.9,,,,,22.6,
JOR,,,,,,,,,,,,,,23.1,,23.3,,,23.2,
KAZ,,21.4,,,,21.5,,,,,,,,,,,,,,
KEN,,,,,21.4,,,,,22,,,,,22.6,,,,,
KGZ,,,,21.1,,,,,,,,,,,,,,,21.8,
LSO,,,,,,,,,,,20.3,,,,,21.9,,,,
LBR,,,,,,,,,,,,,,20.2,,,,,,21.7
MDG,,,,21.1,,,,,,,21.3,,,,20.5,,,,,
MWI,,,,,,,18.3,,,,18.8,,,,,,18.8,,,
MDV,,,,,,,,,,,,,,,,21.1,,,,
MLI,,,17.4,,,,,18.1,,,,,17.8,,,,,,19.1,
MRT,,,,,,,18.3,,,,,,,,,,,,,
MAR,,,,,,,,,,24.4,,,,,,,,,,
MOZ,,,,18.7,,,,,,18.8,,,,,,,,20.3,,
NPL,,,,,,,,,,,,,18.3,,,,,19.1,,
NIC,,,,,19.9,,,20,,,,,,,,,,,,
NER,,,,,15.8,,,,,,,,16.3,,,,,,17.4,
NGA,19.4,,,,,,,,,21.8,,,,,23.1,,,,,23.2
PAK,,,,,,,,,,,,,20.7,,,,,,22.1,
PRY,22.6,,,,,,,,,,,,,,,,,,,
PER,,,24.2,,,,,,,,,,,,,,,,,
PHL,,,,,24.9,,,,,24.6,,,,,,,,,,
MDA,,,,,,,,,,,,21,,,,,,,,
RWA,,,,,,,21.5,,,,,21.9,,,,,22.8,,,
STP,,,,,,,,,,,,,,,20,,,,,
SEN,,,,20.9,,,,,,,,22,,,,,23.2,,,
SLE,,,,,,,,,,,,,,,19.4,,,,,20.3
ZAF,,,,,22.9,,,,,,,,,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,20.3,
TZA,,,19.3,,,,,,,,19.9,,,,,,20.5,,,
TLS,,,,,,,,,,,,,,,,21.3,,,,
TGO,,,,,20.4,,,,,,,,,,,,,,,
TUR,,,,,21,,,,,,,,,,,,,,,
TKM,,,,,,,21.1,,,,,,,,,,,,,
UGA,,18.7,,,,,18.8,,,,,,19,,,,,19.7,,
UKR,,,,,,,,,,,,,,21.1,,,,,,
UZB,,,20.9,,,,,,,,,,,,,,,,,
ZMB,,,19.7,,,,,,19.1,,,,,20.4,,,,,,
ZWE,,,,,,20.5,,,,,,20.5,,,,,21.3,,,
# Series: FEMAGEHQ,,,,,,,,,,,,,,,,,,,,
"# Name: Median age at first marriage, female, highest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: The median age at first marriage is the median age of women at first marriage if subject throughout their lives to the age-specific marriage rates of first marriages only in a given year (ages 25-49), by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
