ISO,1990,1995,2000,2005,2010
AFG,30.48,37.9,40.91,31.66,21.3
ALB,1.28,1.06,0.86,0.69,0.56
DZA,11.87,10.61,8.81,7.12,5.73
AND,0.39,0.36,0.3,0.25,0.23
AGO,65.94,66.89,67.36,50.55,33.5
ATG,1.65,1.29,0.98,0.81,0.7
ARG,2.6,2.06,1.62,1.32,1.14
ARM,0.8,1.15,1.29,1.06,0.75
AUS,0.27,0.23,0.19,0.15,0.13
AUT,0.74,0.44,0.31,0.24,0.21
AZE,5.73,7.4,7.38,4.57,2.49
BHS,3.32,2.05,1.08,0.75,0.69
BHR,3,3.09,2.18,1.58,1.12
BGD,27.94,20.88,14.74,12.69,11.43
BRB,0.67,0.58,0.51,0.46,0.38
BLR,1.33,1.52,1.7,1.89,1.54
BEL,0.42,0.37,0.33,0.28,0.25
BLZ,5.89,5.77,5.91,4.16,3.61
BEN,34.83,32.13,29.14,25.11,23.03
BTN,36.53,25.52,18.68,13.85,10.15
BOL,48,38.27,26.98,20.83,16.75
BIH,7.26,5.91,3.46,2.54,2.03
BWA,32.98,35.26,41.96,27.23,13.65
BRA,3.35,3.19,2.68,2.05,1.7
BRN,5.75,5.17,4.5,3.86,3.37
BGR,0.93,1,1.07,0.9,0.72
BFA,53.49,60.54,49.86,38.89,31.91
BDI,100.55,112.41,129.02,128.15,118.09
KHM,64.93,56.23,47.78,35.35,26.59
CMR,29.76,31.28,28.87,23.31,20.53
CAN,0.39,0.33,0.27,0.22,0.2
CPV,12.4,10.19,7.58,5.85,4.54
CAF,96.27,95.29,83.8,73.99,67.83
TCD,50.65,47.6,48.68,41.92,36.07
CHL,3.33,2.26,2.28,2.05,1.47
CHN,13.32,7.95,4.56,2.8,1.68
COL,5.62,3.76,3.01,2.49,2.05
COM,44.53,45.47,46.76,46.17,47.07
COG,42.38,48.82,42.87,36.64,33.21
CRI,2.6,2.14,1.7,1.18,0.89
CIV,29.74,31.89,31.13,28.37,26.94
HRV,2.35,1.75,1.24,0.93,0.68
CUB,0.36,0.41,0.29,0.2,0.17
CYP,0.5,0.4,0.31,0.25,0.21
CZE,0.74,0.53,0.41,0.29,0.23
PRK,12.29,11.58,12.63,11.08,9.55
COD,72.46,77.9,84.28,82.33,77.43
DNK,0.53,0.49,0.39,0.31,0.27
DJI,18.09,20.91,26.37,26.88,23.94
DMA,3.7,2.44,1.73,1.31,1
DOM,11.65,8.93,5.71,3.91,2.62
ECU,16.17,12.8,9.69,6.31,4.94
EGY,3.03,2.39,1.69,1.29,1.07
SLV,4.63,3.23,2.29,1.64,1.4
GNQ,62.5,61.02,36.36,20.38,14.4
ERI,82.69,68.88,59.05,59.25,63.96
EST,1.28,1.91,1.81,1.11,0.71
ETH,101.8,97.82,87.15,72.84,58.85
FJI,13.57,12.18,8.69,6.22,5.14
FIN,1.4,1.12,0.9,0.61,0.46
FRA,0.94,0.81,0.8,0.62,0.5
GAB,21.42,21.58,19.84,17.59,16.05
GMB,43.07,39.99,35.06,28.51,22.91
GEO,1.82,2.15,2.02,1.58,1.18
DEU,0.57,0.4,0.29,0.2,0.17
GHA,36.98,32.33,26.3,21.15,17.51
GRC,0.75,0.45,0.34,0.29,0.25
GRD,3.47,2.83,2.42,2.31,1.93
GTM,14.67,9.23,6.03,4.55,4.04
GIN,49.29,45.35,40.23,34.68,33.99
GNB,50.55,46.16,45.16,44.37,40.17
GUY,5.63,5.95,6.03,6.73,5.87
HTI,81.67,59.44,48.81,39.54,33.53
