ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
ALB,,,,,,,,,,,,,,,8.4,
ARM,,,,,,,,,,,9.6,,,,,
AZE,,,,,,,,,,,,5.7,,,,
BGD,,,24.3,,,,,,,,,,,,,
BEN,,21.8,,,,,21.9,,,,,19.4,,,,
BOL,,,,14.5,,,,,16.2,,,,,16.5,,
BRA,,4.2,,,,,,,,,,,,,,
BFA,,,,,23.2,,,,26.9,,,,,,,
CMR,,,,19.2,,,,,,,,,,,,
CAF,35.3,,,,,,,,,,,,,,,
TCD,,,49.2,,,,,,,43.1,,,,,,
COM,,13.1,,,,,,,,,,,,,,
COG,,,,,,,,,,,3.6,,,,,
CIV,,,,,11.1,,,,,,,,,,,
COD,,,,,,,,,,,,,14.5,,,
DOM,,5.9,,,,,,,,,,,,,,
ERI,35.2,,,,,,,,,,,,,,,
ETH,,,,,,,,,,,42.6,,,,,
GAB,,,,,,2,,,,,,,,,,
GHA,,,,10.7,,,,,11.3,,,,,13.9,,
GIN,,,,,22.6,,,,,,21.5,,,,,
GUY,,,,,,,,,,,,,,,4,
HTI,,,,,,13.1,,,,,,,,,,
IDN,,,,,,,,,18.8,,,,19.1,,,
KAZ,,,,,1.4,,,,,,,,,,,
KEN,,,,10.6,,,,,8.3,,,,,,11.2,
LSO,,,,,,,,,,3,,,,,6.1,
LBR,,,,,,,,,,,,,15,,,
MDG,,,,,,,,,,27.9,,,,,37.8,
MWI,,,,,,19.2,,,,22.7,,,,,,21.8
MLI,,19.5,,,,,18.4,,,,,,,,,
MRT,,,,,,,7.8,,,,,,,,,
MOZ,,,30.9,,,,,,,,,,,,,
NAM,,,,,,0.8,,,,,,,1.5,,,
NPL,,,,,,,48,,,,,21,,,,
NIC,,,,10.7,,,,,,,,,,,,
NER,,,,31.8,,,,,,,,20.6,,,,
NGA,,,,,16.2,,,,13.8,,,,,18.5,,
PER,,11,,,,,,,,,,,,,,
PHL,,,,,,,,,6.1,,,,,,,
RWA,,,,,,,,,,,13.8,,,,,
SEN,,,,,,,,,,,6.8,,,,,
SLE,,,,,,,,,,,,,,21.8,,
SWZ,,,,,,,,,,,,,0.8,,,
TZA,,,,,26.6,,,,,,30.6,,,,,
TLS,,,,,,,,,,,,,,,,53.7
TGO,,,,7.9,,,,,,,,,,,,
TUR,,,,6,,,,,,,,,,,,
UGA,26.4,,,,,,26.2,,,,,24.6,,,,
UKR,,,,,,,,,,,,,0.5,,,
ZMB,,16.4,,,,,,25.3,,,,,24,,,
# Series: AMOWNDHS,,,,,,,,,,,,,,,,
"# Name: Occupation - own land agriculture, Male",,,,,,,,,,,,,,,,
# Definition: Percent distribution of men employed in own land agriculture in the 12 months before the DHS survey.,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
