ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,7502,7238,,6136,8490,,,,,,,20567,22377,
DZA,,,,,,,,130875,134977,,,,178771,,,
AND,,,,,39,67,65,72,82,,85,,,,106,
AGO,,1819,,,,,,,,,,,,,,
ATG,,,,,,,,,,,,103,79,102,204,
ARG,,,,,,,,349043,358683,347195,358598,370599,385569,393552,,
AUS,138858,130059,127027,133861,161368,166422,168646,175616,179759,191881,197836,208671,218536,222824,,
AUT,,56551,,,,37167,38815,39410,39637,42439,45527,49507,57469,58900,,
AZE,,,,,,,,,,,32326,34502,34555,34641,35355,
BHR,,,,,,3769,,3192,2843,,,,,,,
BGD,,,,243699,230584,230461,203289,206120,,333507,354404,449427,,533062,,
BRB,,,,,,,,,,,,,1592,2009,,
BLR,,,,,,,,62071,62601,,56879,55691,55901,57136,56001,
BEL,,,56617,56993,55687,51475,58727,56506,50595,53810,54962,58195,60471,62615,,
BEN,,,,,,,,,,,,25648,,36641,,
BTN,,,,,,,,,,,,,662,785,,
BIH,,,,,,,,,,,,,,17466,17097,
BRA,,,,,700702,783753,834707,891008,,1014420,1135900,1128640,1185530,,,
BRN,,122,142,229,,238,236,254,264,249,262,219,306,496,639,
BGR,,37813,40316,38250,36916,39561,38712,42180,41060,44848,44010,44312,44774,43232,,
BFA,,,,,,,,,11221,11254,13915,15033,17634,19709,21821,
BDI,,,,,1797,,,,,,,,,,,
KHM,,,,10230,12401,,14776,,,,,,,,,
CMR,,,,,,,,,,,43366,55104,65756,48519,,
CAN,136338,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,1082,1602,1707,,,
CAF,,,,,,,,,,,,,2714,,,
CHL,,,,,82316,91198,83129,86822,82045,94468,100097,105722,115812,121134,126529,
COL,,,,176916,,,199197,221030,244255,252738,276356,280661,308850,377107,363409,
COM,,,,,,349,,,,,,,,,1917,
COG,,,,,3465,,,,,,,,,,,
CRI,,,,,,,12019,,,,,,,,,
CIV,,,,,,,,,,44642,,41266,37183,,,
HRV,,9897,,11717,12748,14879,,17906,19782,21044,21554,20929,17212,22258,,
CUB,,,,,,,,,,110656,129098,126721,95991,73916,52627,
CYP,,1267,1538,2142,2670,4265,4265,4402,5097,6053,7198,9572,10087,8872,,
CZE,,26300,26188,27800,29961,32791,35635,37345,36254,39568,46070,51319,54967,52602,,
COD,,,,,,,,,,,,,,124951,124070,
DNK,,27905,23347,22983,24998,24495,29057,34312,33533,33203,34196,35397,36536,,,
DJI,,,,122,,,274,,450,,,393,,1440,,
ECU,,,,,,,,,,,104194,,,,,
SLV,,,,,25054,25409,,25109,25129,25547,23574,24551,25343,26777,28145,
ERI,,,,,,,913,,,,,1220,,,,
EST,,7886,8803,8964,8695,8807,8880,8914,9193,9341,9158,8956,8493,,,
ETH,,10302,17023,19087,21408,36078,47906,50961,,,71419,,121378,,,
FIN,24314,24055,24157,24076,23625,23797,24412,25433,25919,26769,27528,26291,27864,28758,,
FRA,,,,,,,,,293086,301402,308747,313097,333887,330549,,
GMB,,,,,,,248,,,,,,,,,
GEO,,23381,28546,28802,29424,30303,28190,23610,24517,24024,,18126,20701,,20398,
DEU,,,310909,310760,317064,325403,,,,,,,,344865,,
GHA,,,,,,,,,,,60606,62021,,87977,85027,
GRC,,,,,77595,,90951,93312,,85560,,,95688,,,
GRD,,,,,,,,,,,,373,,,,
GIN,,,,,,,3555,,10426,,21332,18410,,,,
GUY,,,,,,,751,,884,1100,1721,,663,721,803,
HND,,,,,,20797,,,,,,,,,28056,
HUN,,42139,,47845,54057,57020,64756,64991,63584,60871,58864,58276,55955,54548,,
ISL,1261,1189,1440,1461,1630,1911,2117,2188,2457,2447,2484,2587,2690,2740,,
IRN,,,,,,,232376,248510,286318,368092,458341,445161,514770,573849,601177,
IRQ,,,,,,,58486,,,,,,,,,
IRL,15241,,,,,,,,,,23436,22362,23785,23217,,
ISR,,36651,34793,36085,42534,43960,45721,49435,53131,55405,54988,57101,58718,,,
ITA,,325876,313902,305771,312828,316307,324425,317510,317396,308297,,,,289395,,
JAM,,,,,,,,,,,,,1642,1355,,
JPN,849487,837293,826821,814835,798373,782686,771081,757955,772896,756929,741407,728167,716814,717134,,
JOR,,,,,,30507,30507,33987,34446,35452,37835,43057,45608,45586,,
KAZ,,,,,,,,,,,,,,,99324,
KEN,,,9661,10588,,,,,,,,,,,,
KGZ,,,,43008,39549,42353,43096,43347,37968,40201,43962,,44886,48422,,
LAO,,,,,,,,,,17088,22635,27808,28698,32242,27829,
LVA,,13179,15608,19425,19806,22220,24291,24440,23657,22192,21277,20957,17897,15965,,
LBN,,,22885,25374,25999,24234,27050,32420,36783,41204,42756,42826,44041,47347,43116,
LSO,,,,,,,,1164,,,,,,,,
LBR,,5041,10384,,,,,,,,,,10544,,11443,
LIE,,,,,,175,255,263,,351,409,408,372,532,,
LTU,,10673,12887,15079,17165,20471,22915,25499,26694,26485,28741,31052,30544,29109,,
LUX,,,,,,,,,,,551,,1217,,,
MKD,,2931,2989,3743,4538,4860,5557,6446,6201,9562,11610,10692,10494,10647,,
MDG,,,,,,,,11264,14384,16751,17139,18169,21061,23836,25226,
MWI,,931,,,,,,,,,,,,,,
MYS,,,,,54498,,77584,76465,74809,87645,118659,119405,133906,125793,,
MLI,,,,,,,,,,,26405,30822,,38611,6763,
MLT,,947,1131,1318,1236,1547,1505,1746,,1475,1397,1486,1516,1582,,
MRT,,,,,,4060,,,,,,,,,,
MUS,,,,,,,,,,,,,,7842,9823,
MEX,,335990,355781,365939,391194,404808,415674,415942,417696,434914,450891,450130,466407,532514,,
MNG,,6371,7425,10206,8579,11865,14220,16750,19316,20212,20228,20736,20558,20770,22084,
MAR,,72255,73795,78798,,85558,88826,102288,108926,88592,90417,87978,,,,
MOZ,,,,,,,6186,7344,,,17265,15370,,26388,,
MMR,,,,,,,,,,,,,,95021,,
NAM,1704,,,,,2147,,,,,3514,,,,,
NPL,,,,,,,,41660,47919,,54415,55010,68249,75491,,
NLD,,102463,106447,108989,112206,114695,116804,119983,115544,116022,118667,122266,129864,159821,,
NZL,21690,21002,22488,22065,24077,26279,45285,43603,36194,35861,35359,38081,40309,39336,,
NER,,,,,,,,,3048,2626,4871,6427,7023,7467,5388,
NOR,24035,22846,24322,22947,24609,28859,30549,30529,,29742,28340,29675,29897,30749,,
OMN,,,,,,,,,,,,,,9148,,
PAN,,,,,16282,18852,17099,16925,17974,19875,20687,21111,22100,17723,,
PNG,512,,,,,,,,,,,,,,,
PHL,,,,,,261395,,,,,,,,,,
POL,172417,219478,259851,292259,305670,304877,309771,317936,329668,327903,335770,332696,311553,286709,262949,
PRT,,,53590,,50206,50818,49910,48150,46969,48925,50714,50120,51249,,,
QAT,,,,1026,,1105,1587,,,,,,,,1496,
KOR,358831,373758,403750,409639,405029,423692,435235,442158,445396,448954,448829,449722,452352,455559,452371,
ROU,,67961,76257,91635,97540,105803,113435,130663,159465,178908,225458,238071,203227,156994,,
RWA,,,,,,,,,,,,,,,19230,
WSM,,,250,,,,,,,,,,,,,
SMR,,,154,,,,,,,,,,,,,
SAU,15311,23896,20662,32619,34289,38677,48337,49823,49512,49732,53280,56491,81689,134956,173368,
SRB,,,,,,,,,,42010,38760,38915,36275,34930,33824,
SYC,,,,,,,,,,,,,,10,9,
SLE,,,181,772,,,,,,,,,,,,
SGP,,,,,,,,,,,26364,29284,32359,38519,41941,45205
SVK,,13422,14897,16184,17385,18199,18330,19309,20703,23349,23098,23870,24309,23912,23293,
SVN,,12773,13278,14665,15781,16701,16342,17370,17027,16182,14925,14074,13981,12007,11776,
ESP,,289657,286431,277645,262651,255469,248274,239371,235145,231354,236723,239251,249283,254905,,
LKA,,,,,,,,,,,,,23225,18743,25855,
SUR,,,,,573,,,,,,,,,,,
SWZ,,825,838,811,,,1071,1013,1321,,,,,,,
SWE,,34283,35280,35570,37936,41937,44109,44297,43182,42262,40651,42619,47791,48422,,
CHE,,32352,32585,34675,36526,40310,41812,41089,40859,41803,42813,44565,47402,48217,,
TJK,,,,,,,,,,,,,,,33053,
TZA,,5463,,,,,,,,,,,,,42207,
THA,,,,,,,,,,,,,,559835,,
TTO,,,526,656,,,1364,,,,,,,,,
TUN,,,,,,,,,,,,,31430,,,
TUR,402590,,,465916,474190,541237,512637,591028,613433,663367,682313,835684,1049770,1135000,,
UGA,,6146,10753,12753,,,21174,,,,,,,,,
UKR,,,,,,,,,,,,,,349012,,
GBR,,,,237482,256384,255277,270982,273506,282492,286717,278534,293187,309211,312565,,
USA,,,,,,,,,,,2384560,2377890,2547190,2627160,,
URY,,,,,,,,,,22712,22640,23262,,,,
UZB,,,,,,,,,44985,45555,46891,44120,37296,33306,,
VEN,,,,,,,,,,,222281,,,,,
VNM,,157886,158221,,155496,158665,,,,221724,221337,257649,298500,315352,,
ZMB,4668,,,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,20516,19686,20921,
ECZ,,,,,,,,,3068780,3252570,,,,4443580,,
HIS,,,,,,,,,,,5869180,5919150,6260990,6817640,,
LCS,,,,,,,1563940,2005880,,2323630,2846040,2531870,2609580,,,
NAS,,,,,,,,,,,2384560,2377890,2547190,2627160,,
# Series: TEDSBLMA,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, social sciences, business and law, male",,,,,,,,,,,,,,,,
"# Definition: Number of males enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
