ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,87.9,,
DZA,,,,,,,,27.3,,,,,,,
AND,,,,,,,,49.3,,,,,,,
ARG,,,,,56.5,,,,,,,,,,
ARM,,,92.4,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,94.6,
AZE,,,,,,,,,,,97.4,,,,
BHS,,87.6,,,,,,,,,,,,,
BHR,,,74.7,,,,,,,,,,,,
BGD,,,31.3,,,,,,,,,,,,
BRB,,77.3,,,,,,,,,,,,,
BLR,,,,,,,,,,,92.2,,,,
BEL,,,,,,,,,,,,,82.9,,
BLZ,,,,,,,,,,,,75.8,,,
BEN,,,,21.2,,,,,,,,,,,
BTN,,,,,,,34.5,,,,,,,,
BOL,,,,,,,,,,,,,,59.1,
BIH,,,,,,,,,,,,,69.8,,
BRA,,,,,,,,,,,,,52.4,,
BGR,,,,,,,,,,,,,,95.7,
BFA,,,,,,,,,3.2,,,,,,
KHM,,,,,,,,,,,22.2,,,,
TCD,,,,,,9.9,,,,,,,,,
CHL,,,,,,,,,,,,76.4,,,
CHN,,,,,,,,,,,,71.9,,,
COL,,,,,,,,,,,,,55.6,,
CRI,,,,,,,,,,,,,,50.5,
HRV,,,,,,,,,,,,,93.6,,
CUB,,,,71.8,,,,,,,,,,,
CYP,,,,,,,,,,,,,,81.7,
CZE,,,,,,,,,,,,,,99.7,
DNK,,,,,,,,,,,,,,96.6,
DMA,,,23.2,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,53.1,
ECU,,,,,,,,,,,,39.4,,,
SLV,,,,,,,,,,,,,,43.6,
ETH,,,,,,,,,,,,,18.2,,
FJI,,,,,,,,,58.1,,,,,,
FRA,,,,,,,,,,,,,,83.2,
GEO,,,,92.7,,,,,,,,,,,
DEU,,,,,,,,,,,,,,97,
GHA,,,,,,,,,,,,64.7,,,
GRC,,,,,,,,,,,,67,,,
GTM,,,,,,,,,,,,,,23.2,
GUY,,,,29,,,,,,,,,,,
HND,,,,,,,,,,,,,,25.8,
HUN,,,,,,,,,,,,,,98.7,
ISL,,,,,,,91.6,,,,,,,,
IDN,,,,,,,,,,,,,49.2,,
IRN,,,,,,,,,,,,,,67.6,
IRL,,,,,,,,,,,,,78.6,,
ISR,,,,,,,,,,,,,,87.3,
ITA,,,,,,,,,,,,,,80.5,
