ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,3569,3300,,3304,1567,,,,,,,4420,11338,
DZA,,,,,,,,3963,4116,,,,5679,,,
AND,,,,,,,6,1,,,3,,,,6,
AGO,,1555,,,,,,,,,,,,,,
ATG,,,,,,,,,,,,16,9,16,31,
ARG,,,,,,,,42571,42435,43076,46856,50835,56562,61200,,
AUS,18702,17259,16717,17799,21679,22175,22881,23899,24445,24354,23502,24605,26118,26346,,
AUT,,12890,,,,8350,8364,8155,8232,8131,7444,8215,10234,12260,,
AZE,,,,,,,,,,,3724,3148,4075,4057,4086,
BHR,,,,,,215,,213,185,,,,,,,
BGD,,,,10190,12061,13748,10916,15581,,15738,8526,11782,,20330,,
BRB,,,,,,,,,,,,,663,,,
BLR,,,,,,,,15836,15505,,13887,14011,14399,13696,13195,
BEL,,,12354,12807,13716,13885,16527,14936,10717,13819,12964,13246,14277,14988,,
BEN,,,,,,,,,,,,11,,3670,,
BTN,,,,,,,,,,,1299,,970,920,,
BIH,,,,,,,,,,,,,,4063,4078,
BRA,,,,,178572,197773,206849,235625,,277228,316651,284719,376015,,,
BRN,,663,717,807,,721,779,803,779,833,776,719,495,346,312,
BGR,,6871,6413,6028,5990,6441,6043,5867,5484,5087,4527,4331,4523,4789,,
BFA,,,,,,,,,340,1685,1721,1646,3083,2550,2048,
BDI,,,,,1785,,,,,,,,,,,
KHM,,,,227,174,,405,,,,,,,,,
CMR,,,,,,,,,,,5090,5798,12925,15324,,
CAN,22279,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,900,714,401,,,
CAF,,,,,,,,,,,,,478,,,
CHL,,,,,20702,21016,21755,28284,28281,30338,34277,35179,38322,39902,39757,
COL,,,,40139,,,38193,34776,39689,49894,41672,45059,50556,52506,54812,
COM,,,,,,73,,,,,,,,,276,
COG,,,,888,846,,,,,,,,,,,
CRI,,,,,,,7833,,,,,,,,,
CIV,,,,,,,,,,1327,,5138,5624,,,
HRV,,347,,427,458,493,,509,477,500,513,433,450,399,,
CUB,,,,,,,,,,67715,77130,71441,63217,52229,45563,
CYP,,128,142,151,168,229,250,190,235,309,340,377,618,524,,
CZE,,7336,8251,8950,8850,9425,11860,12686,11208,11027,11941,11437,11599,11077,,
COD,,,,,,,,,,,,,,57964,50361,
DNK,,6239,6511,6480,5955,6379,6621,7629,7569,7648,7172,6695,6911,,,
ECU,,,,,,,,,,,24028,,,,,
SLV,,,,,2773,2202,,2427,2635,3175,3271,3618,4199,4777,5306,
ERI,,,,,,,914,,,,,1065,,,,
EST,,779,718,723,839,757,786,587,502,404,381,371,398,,,
ETH,,12251,14948,22633,26332,31997,33575,45849,,,97567,,113146,,,
FIN,2951,2906,2894,3014,3044,3043,3115,3163,3153,3173,3182,2958,3100,3131,,
FRA,,,,,,,,,16531,15675,13317,11255,10334,12856,,
GMB,,,,,,,54,,,,,,,,,
GEO,,2723,2849,3339,3685,4126,3862,4398,1798,270,,1088,664,,91,
DEU,,,48882,48532,49262,50680,,,,,,,,61262,,
GHA,,,,,,,,,,,29523,24874,,38984,39768,
GRC,,,,,11813,,12258,12606,,13154,,,13638,,,
GRD,,,,,,,,,,,,6,,,,
GIN,,,,,,,1099,,1275,,3977,2531,,,,
GUY,,,,,,,518,,327,341,259,,361,427,579,
HND,,,,,,4962,,,,,,,,,10935,
HUN,,13068,,13515,14427,14689,15592,15437,16167,13245,10812,7364,5191,4490,,
ISL,268,267,236,233,326,421,433,491,454,432,474,438,519,565,,
IRN,,,,,,,23227,17435,44271,42320,55620,44827,49888,47980,54288,
IRQ,,,,,,,41415,,,,,,,,,
IRL,1213,,,,,,,,,,2812,2650,2810,2870,,
ISR,,5790,6620,7207,8338,8155,8138,8777,7446,8481,7878,7754,8603,,,
ITA,,17339,16838,17465,12141,13845,16795,17475,16374,21416,,,,24775,,
JAM,,,,,,,,,,,,,493,1176,,
JPN,80666,79509,80480,79783,78576,78475,80401,84095,87997,91101,92174,91965,93620,96799,,
JOR,,,,,,5936,5936,10005,4894,4994,6463,6364,3760,11534,,
KAZ,,,,,,,,,,,,,,,36629,
KEN,,,11943,12521,,,,,,,,,,,,
KGZ,,,,7628,10643,9036,8726,9732,9233,10653,8580,,6484,8783,,
LAO,,,,,,,,,,8431,6581,9326,11090,10784,12061,
LVA,,2541,2787,3077,3472,2863,2028,2510,2350,2140,1789,1732,1572,841,,
LBN,,,199,201,164,233,288,450,318,287,451,711,381,781,501,
LSO,,,,,,,,1088,,,,,,,,
LBR,,322,1446,,,,,,,,,,508,,1314,
LTU,,3608,3803,4411,4384,5348,5580,5609,5405,5379,5047,5001,5058,4304,,
LUX,,,,,,,,,,,125,,273,,,
MKD,,740,977,919,1153,1379,1481,1686,1624,1493,1445,1347,1026,1279,,
MDG,,,,,,,,781,846,758,795,880,978,1107,1049,
MYS,,,,,14375,,38782,36002,29786,31612,31844,38535,35261,30032,,
MDV,,,,,,22,,,,,,,,,,
MLI,,,,,,,,,,,2387,3056,,4314,3249,
MLT,,507,506,475,378,468,253,414,,213,216,218,196,227,,
MRT,,,,,,217,,,,,,,,,,
MUS,,,,,,,,,,,,,,1013,952,
MEX,,90982,93634,90678,85031,80866,77566,74598,75943,74114,76238,69220,79751,74555,,
MNG,,2254,2720,2700,2743,2946,2555,2786,2897,3556,3956,4293,4444,4495,4331,
MAR,,3110,3987,7912,,3389,4080,2921,2816,3106,3209,2835,,,,
MOZ,,,,,,,699,1450,,,16186,20870,,19608,,
MMR,,,,,,,,,,,,,,1330,,
NAM,2272,,,,,1358,,,,,1837,,,,,
NPL,,,,,,,,28462,30054,,52635,54453,80911,77677,,
NLD,,16792,17230,17885,18125,18980,20827,22204,21920,22056,21675,21300,22776,25613,,
NZL,3699,3973,4193,3774,3405,3222,4530,4578,4341,4423,4375,4717,4853,4812,,
NER,,,,,,,,,218,187,159,266,302,323,758,
NOR,7823,7741,7601,6902,6991,7231,7590,7769,,7913,7729,7300,7716,8158,,
OMN,,,,,,,,,,,,,,990,,
PAN,,,,,3827,9053,3143,4347,4536,4002,4109,4578,4217,3319,,
PNG,467,,,,,,,,,,,,,,,
PHL,,,,,,107918,,,,,,,,,,
POL,29637,47146,51408,55889,62821,67473,73024,76061,84056,79033,75928,67079,65887,57640,49783,
PRT,,,10770,,8497,7944,6584,5268,4679,3759,3163,2886,3577,,,
QAT,,,,176,,123,130,,,,,,,,28,
KOR,45167,49190,52375,54442,55167,55783,56361,58602,60283,61451,61261,61912,61977,61543,60859,
ROU,,3479,3416,4257,5886,5306,4158,3698,4793,2690,1809,1238,1078,1736,,
RWA,,,,,,,,,,,,,,,1689,
WSM,,,91,,,,,,,,,,,,,
SMR,,,17,,,,,,,,,,,,,
SAU,35510,11531,36815,37266,35716,38971,39906,41954,7558,12191,13422,14307,19614,24226,29537,
SRB,,,,,,,,,,1149,2103,2126,2363,3818,3892,
SYC,,,,,,,,,,,,,,28,3,
SLE,,,2542,2596,,,,,,,,,,,,
SGP,,,,,,,,,,,1746,1888,2163,1717,1537,1582
SVK,,5356,6485,6633,6288,6380,7046,7718,8053,8054,8173,7777,7302,6963,6997,
SVN,,1706,1775,1859,2536,2156,2012,1997,2016,1849,1758,1764,1580,753,1400,
ESP,,35368,36209,35499,35221,33889,33370,33646,35847,35933,37888,38814,46265,47077,,
LKA,,,,,,,,,,,,,2298,2291,3843,
SUR,,,,,792,,,,,,,,,,,
SWZ,,700,651,387,,,832,672,284,,,,,,,
SWE,,9822,10059,10746,12132,13797,15062,15073,15541,14974,14121,12929,13724,13429,,
CHE,,5111,5323,5210,4947,5318,5542,5993,6132,6438,6170,5636,6446,6653,,
TJK,,,,,,,,,,,,,,,7915,
TZA,,2146,,,,,,,,,,,,,35439,
THA,,,,,,,,,,,,,,80184,,
TTO,,,456,463,,,258,,,,,,,,,
TUN,,,,,,,,,,,,,292,,,
TUR,82701,,,103542,110722,116392,125052,126483,136796,132529,126421,127332,132981,123177,,
UGA,,11621,15498,18390,,,17350,,,,,,,,,
UKR,,,,,,,,,,,,,,31048,,
GBR,,,,48736,59910,48516,50465,52308,53795,54133,48630,52964,54615,54119,,
USA,,,,,,,,,,,365038,367613,393860,406191,,
URY,,,,,,,,,,5584,6190,4974,,,,
UZB,,,,,,,,,39507,42873,44610,44583,42806,39490,,
VEN,,,,,,,,,,,127927,,,,,
VNM,,92322,77131,,80193,84534,,,,160464,172511,161374,179087,184981,,
ZMB,3851,,,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,5850,5738,4983,
ECZ,,,,,,,,,546153,547338,,,,615103,,
HIS,,,,,,,,,,,903594,899124,962172,1033370,,
LCS,,,,,,,356115,422628,,555467,758608,569645,674365,,,
NAS,,,,,,,,,,,365038,367613,393860,406191,,
# Series: TEDEDUMA,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, education, male",,,,,,,,,,,,,,,,
"# Definition: Number of males enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
