ISO,2003,2006,2009,2012
ALB,,,377,394
ARG,,384,397,402
AUS,525,527,527,524
AUT,490,515,498,510
AZE,,379,370,
BEL,509,511,510,507
BRA,393,395,407,406
BGR,,426,430,437
CAN,527,536,531,527
CHL,,448,452,448
COL,,393,413,408
CRI,,,439,436
HRV,,492,482,490
CZE,526,515,498,509
PRK,546,,,
DNK,484,500,505,504
EST,,530,527,540
FIN,545,562,546,537
FRA,511,497,500,498
GEO,,,363,
DEU,506,519,523,524
GRC,487,468,465,460
HUN,503,507,503,496
ISL,490,488,496,477
IDN,396,399,378,380
IRL,506,508,507,524
ISR,,456,453,470
ITA,490,477,488,495
JPN,550,533,534,552
JOR,,408,398,388
KAZ,,,396,420
KGZ,,319,318,
LVA,487,486,490,495
LIE,538,516,527,533
LTU,,483,483,488
LUX,489,491,487,499
MYS,,,417,414
MLT,,,444,
MUS,,,411,
MEX,410,413,419,418
MNE,,411,395,402
NLD,527,528,524,524
NZL,529,528,529,518
NOR,485,484,498,493
PAN,,,375,
PER,,,372,376
POL,501,500,505,524
PRT,471,477,491,488
QAT,,334,366,367
KOR,,521,537,539
MDA,,,406,
ROU,,417,423,436
RUS,494,481,477,484
SRB,434,433,442,443
SGP,,,541,551
SVK,502,491,490,475
SVN,,515,505,510
ESP,489,491,492,500
SWE,509,504,493,481
CHE,518,514,520,518
THA,425,411,418,433
TTO,,,401,
TUN,380,383,401,399
TUR,434,418,448,458
ARE,,,422,434
GBR,520,520,519,521
USA,494,489,509,497
URY,441,427,427,415
VNM,,,,529
ACE,497.963,482.583,472.925,488.722
HIA,504.667,496.368,493.31,498.75
AME,,410,410.2,413.625
ASA,510.5,512.5,520,512
ECM,501,491,491,495
HIM,502,500,498,500
LCM,,395,407,408
NAN,494,489,509,497
ECE,387.962,410.559,425.315,419.997
HWW,454.53,482.329,491.295,490.314
LCE,,285.966,318.567,313.66
NAE,497.238,493.623,511.178,500
# Series: PISAMASC,,,,
"# Name: PISA science scores, male",,,,
"# Definition: PISA scores are usually scaled so that the OECD average in each domain (mathematics, reading and science) is 500 and the standard deviation is 100.",,,,
# Source: Organisation for Economic Co-operation and Development (OECD),,,,
# Data from the No Ceilings project: http://noceilings.org,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,
