ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ETH,,,,31,17,,292,378,,,,,531,,,
FIN,3104,3183,3235,3431,3574,4158,4266,4380,4453,4452,4505,4566,4860,5865,,
FRA,,,,,,,,,45767,42348,40791,41346,42667,43164,,
GEO,,4400,3747,3328,3972,4348,4272,5100,3972,3192,,,2502,,3877,
DEU,,,21607,22567,23135,24149,,,,,,,,38690,,
GHA,,,,,,,,,,,854,364,,744,685,
GRC,,,,,15472,,8101,18182,,9450,,,8172,,,
GRD,,,,,,,,,,,,0,,,,
GIN,,,,,,,272,,407,,1985,1112,,,,
GUY,,,,,,,18,,18,17,,,15,7,34,
HND,,,,,,484,,,,,,,,,1627,
HUN,,3553,,12331,16864,12135,13179,14460,14949,15865,14819,15780,16583,16361,,
ISL,,,33,35,57,38,44,56,44,54,60,68,98,120,,
IRN,,,,,,,14111,18709,20627,32726,29055,34945,55972,63186,69559,
IRQ,,,,,,,30861,,,,,,,,,
IRL,1309,,,,,,,,,,5132,5220,4067,4677,,
ISR,,,,,,,,,,,251,306,319,,,
ITA,,5421,6231,13437,17827,21945,24922,26067,27456,28186,,,,31566,,
JPN,26644,24624,21287,53143,53343,54855,57698,59881,46807,45819,43625,39872,36587,38229,,
JOR,,,,,,286,286,285,394,386,1131,,33,611,,
KAZ,,,,,,,,,,,,,,,14401,
KEN,,,337,339,,,,,,,,,,,,
KGZ,,,,12014,13038,13108,12940,12084,12660,12777,15961,,17212,15239,,
LAO,,,,,,,,,,1384,757,3109,2612,1819,1937,
LVA,,393,1909,1796,1847,2194,2457,2946,3096,3338,3324,3375,2943,3544,,
LBN,,,1819,2129,2310,2697,5786,2823,835,834,805,494,474,340,389,
LBR,,596,3264,,,,,,,,,,,,,
LTU,,3072,3315,3709,3711,3380,3166,3109,3877,3524,3562,3373,3257,3170,,
LUX,,,,,,,,,,,18,,,,,
MKD,,1346,1176,1627,1744,1619,1308,1376,1386,1634,1984,2677,2604,3051,,
MDG,,,,,,,,60,33,73,394,338,411,455,531,
MYS,,,,,437,,2360,5272,7974,5255,6706,12388,16996,19957,,
MLI,,,,,,,,,,,833,1102,,92,,
MLT,,21,4,16,17,46,14,14,,61,33,45,55,59,,
MUS,,,,,,,,,,,,,,590,347,
MEX,,13476,15003,13776,20971,19395,6200,25173,28097,31021,33757,39270,43109,16549,,
MNG,,738,2563,3088,2896,3354,3677,4094,4450,4703,4994,5241,5325,5711,5412,
MAR,,401,295,213,,1350,1408,1849,2275,2671,3507,4840,,,,
MOZ,,,,,,,301,615,,,951,1232,,1823,,
MMR,,,,,,,,,,,,,,2252,,
NAM,136,,,,,127,,,,,119,,,,,
NPL,,,,,,,,,,,,,2311,,,
NLD,,6059,5998,5840,5800,5746,7167,8353,17266,18502,19204,19815,21337,26441,,
NZL,1877,2518,3246,3623,3671,4504,3481,3367,3323,2770,2715,4883,5689,5970,,
NER,,,,,,,,,,,,,,,409,
NOR,5240,5409,4871,3572,3060,3346,3871,4161,,4485,4869,5469,6409,6261,,
OMN,,,,,,,,,,,,,,209,,
PAN,,,,,1097,1946,1170,2716,3819,4712,4626,4563,4633,2065,,
PNG,34,,,,,,,,,,,,,,,
PHL,,,,,,84652,,,,,,,,,,
POL,10153,33384,37974,47186,46880,53989,61066,68244,59077,61524,64990,67220,71394,75103,80450,
PRT,,,7684,,9878,10339,10490,10470,10465,10999,11908,13130,13712,,,
QAT,,,,,,,,,,,,,,,155,
KOR,57394,65643,80148,83954,123776,151687,125399,131357,137292,140538,142573,144430,149949,151135,150726,
ROU,,6709,7015,7860,8197,9436,10798,11824,13359,23991,18237,19454,18771,21427,,
RWA,,,,,,,,,,,,,,,566,
WSM,,,30,,,,,,,,,,,,,
SAU,,,,,,,680,497,,1660,1760,1864,2463,3530,5058,
SRB,,,,,,,,,,10170,10442,9953,10529,9145,9403,
SLE,,,27,38,,,,,,,,,,,,
SGP,,,,,,,,,,,561,1519,1824,1953,2045,3095
SVK,,3584,6761,6490,6511,7495,7363,7389,6461,6816,7301,7952,8185,8138,8130,
SVN,,2481,3069,4097,3939,4153,4655,4888,5298,5662,5425,5217,5102,4634,4445,
ESP,,24012,26536,29004,32100,35452,37948,40876,42896,43453,46941,42070,54450,54033,,
SUR,,,,,14,,,,,,,,,,,
SWZ,,14,13,,,,59,58,17,,,,,,,
SWE,,2485,2307,2370,2534,2752,2910,3084,3074,3195,3302,3813,4710,4906,,
CHE,,2716,2166,2374,2452,2575,2981,3482,3895,3738,4066,4918,5844,5553,,
TJK,,,,,,,,,,,,,,,3839,
TZA,,89,,,,,,,,,,,,,1127,
THA,,,,,,,,,,,,,,23894,,
TTO,,,28,26,,,238,,,,,,,,,
TUN,,,,,,,,,,,,,6518,,,
TUR,43445,,,25085,27233,37379,46101,47892,56111,63419,63785,71034,78342,90369,,
UGA,,602,912,888,,,1535,,,,,,,,,
UKR,,,,,,,,,,,,,,125332,,
GBR,,,,8443,8260,,4568,4760,5525,15944,16610,17796,18056,18479,,
USA,,,,,,,,,,,540047,531503,568863,586781,,
URY,,,,,,,,,,1359,1535,1653,,,,
UZB,,,,,,,,,4425,4724,5674,6429,7082,7452,,
VEN,,,,,,,,,,,28384,,,,,
VNM,,,,,,,,,,,64244,68189,65389,74339,,
ZWE,,,,,,,,,,,,,54,1882,1882,
ECZ,,,,,,,,,399555,445437,,,,697763,,
HIS,,,,,,,,,,,1058180,1060110,1141230,1223790,,
LCS,,,,,,,,105966,,180079,232813,216247,227225,,,
NAS,,,,,,,,,,,540047,531503,568863,586781,,
# Series: TEDSVCMA,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, services, male",,,,,,,,,,,,,,,,
"# Definition: Number of males enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
