ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,246,222,,478,856,,,,,,,2650,3379,
DZA,,,,,,,,4683,6307,,,,4197,,,
ARG,,,,,,,,26076,28627,32037,32857,36609,41928,46603,,
AUS,14147,12382,13651,7828,17387,16968,16527,16603,17291,17693,17552,18917,20967,21438,,
AUT,,2533,,,,1743,2070,2402,2592,2544,3192,3670,4131,4167,,
AZE,,,,,,,,,,,11091,10903,11058,11107,11246,
BHR,,,,,,201,,184,171,,,,,,,
BGD,,,,,811,884,1062,1274,,1749,3313,5097,,,,
BRB,,,,,,,,,,,,,366,24,,
BLR,,,,,,,,9681,10502,,11675,12126,13082,14161,14749,
BEL,,,3113,2771,2799,2718,2939,2157,3310,3729,3116,2999,3395,4286,,
BEN,,,,,,,,,,,,865,,1298,,
BIH,,,,,,,,,,,,,,3365,3550,
BRA,,,,,26327,30533,32165,32366,,36413,42338,49409,58664,,,
BGR,,12377,10624,8819,7600,7570,8150,8788,9847,11106,10996,11420,12762,13266,,
BFA,,,,,,,,,13,83,135,262,83,1260,1543,
KHM,,,,233,977,,1320,,,,,,,,,
CMR,,,,,,,,,,,330,417,504,,,
CAN,21678,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,52,61,209,,,
CHL,,,,,,,17927,19623,25018,33119,30339,34982,42329,49627,56043,
COL,,,,,,,,,,,,,,29761,32864,
COM,,,,,,32,,,,,,,,,276,
COG,,,,,15,,,,,,,,,,,
CRI,,,,,,,1793,,,,,,,,,
CIV,,,,,,,,,,4961,,4479,4010,,,
HRV,,10920,,11129,12149,12646,,12215,10322,10629,10351,8915,8759,8244,,
CUB,,,,,,,,,,41366,50265,49742,36143,28549,18908,
CYP,,1713,1109,820,1408,1558,2738,1664,1161,703,981,899,497,514,,
CZE,,4928,4724,7426,6224,7182,8649,9281,9319,8677,11166,12009,12873,13283,,
COD,,,,,,,,,,,,,,451,5647,
DNK,,2453,2737,2934,3052,3357,3216,3696,4146,3950,3921,3876,4222,,,
DJI,,,,,,,33,,42,,,79,,61,,
ECU,,,,,,,,,,,8686,,,,,
SLV,,,,,64,25,,12,7,35,26,19,38,53,62,
EST,,1423,1735,1850,2064,2284,2501,2916,2844,2657,2459,2423,2682,,,
