ISO,1990,1995,2000,2005,2010
AFG,5000.1,5117.72,5257.95,4879.81,4022.47
ALB,1331.65,1052.64,921.02,803.45,601.58
DZA,1179.14,1017.75,927.87,828.54,708.96
AND,327.09,279.58,232.23,194.63,172.93
AGO,818.02,711,607.22,446.57,445.58
ATG,582.84,508.95,402.01,363.07,342.74
ARG,94.04,77.4,70.23,59.21,46.9
ARM,1355.12,1318.35,1056.45,842.01,704
AUS,61.18,48.54,37.93,30.33,43.95
AUT,696.15,547.5,399.58,256.04,194.48
AZE,2204.32,2180.18,1703.22,1382.51,1036.18
BHS,531.98,297.55,162.2,134.23,151.02
BHR,1880.48,1504.12,1161.33,856.79,635.3
BGD,1144.19,1178.77,993.71,810.69,727.57
BRB,591.79,485.06,413.3,398.92,360.52
BLR,1328.78,1207.98,954.02,697.75,618.53
BEL,689.52,546.69,452.42,364.64,303.71
BLZ,91.39,108.57,108.58,91.91,97.63
BEN,1497.79,1247.94,1220.51,1010.39,940.67
BTN,839.13,863.36,839.6,824.24,758.78
BOL,235.04,217.02,176.58,144.93,142.54
BIH,1257.35,1134.01,780.97,583.98,462.49
BWA,65.55,72.52,86.35,63.24,43.36
BRA,122.1,114.35,99.42,86.93,72.33
BRN,81.45,73.39,58.69,58.82,78.52
BGR,1617.81,1475.58,1309.3,1055.74,830.62
BFA,1558.03,1623.32,1394.84,1469.65,1611.86
BDI,865.58,786.37,735.45,726.93,654.65
KHM,1513.56,1500.49,1438.59,1212.67,1075.54
CMR,1215.45,1166.97,1160.73,1015.81,956.05
CAN,310.48,257.29,202.17,163.62,153.26
CPV,1213.92,1070.83,909.43,799.11,723.92
CAF,1677.71,1501.42,1261.7,1104.36,1031.03
TCD,2134.95,1944.09,1995.82,1788.3,1670.13
CHL,244.43,180.62,140.91,113.78,100.17
CHN,2230.02,2095.74,1825.88,1510.7,1274.79
COL,261.98,182.79,110.94,72.77,70.19
COM,128.76,110.81,92.39,88.55,67.46
COG,855.58,955.01,912.78,843.51,760.98
CRI,57.89,57.51,49.56,41.25,121.69
CIV,912.6,820.7,752.78,742.26,733.59
HRV,1143.27,894.3,685.71,530.69,397.55
CUB,247.94,234.36,198.18,167.6,150.65
CYP,581.22,541.83,467.61,351.25,297.21
CZE,1412.43,1041.32,761.94,558.37,390.09
PRK,1622.33,1543.79,1538.38,1487.69,1414.88
COD,1070.1,962.39,891.16,847.36,886.2
DNK,627.04,477.77,331.85,226.28,206.18
DJI,1604.37,1468.46,1258.49,1171.07,1067.69
DMA,637.73,531.6,408.41,360.79,312.94
DOM,303.38,296.99,290.44,333.25,311.33
ECU,99.51,97.28,97.99,81.51,61.47
EGY,2450.19,2137.06,1903.68,1837.39,1669.61
SLV,82.03,78.15,74.85,67.02,72.57
GNQ,251.59,267.84,245.49,199.81,146.86
ERI,1861.36,1493.09,1321.31,1269.28,1243.92
EST,804.83,445.54,196.81,79.87,133.25
ETH,836.51,733.87,614.4,622.72,548.08
FJI,142.71,151.74,150.93,154.14,198.79
FIN,228.02,120.53,67.69,37.55,40.48
FRA,343.34,269.86,217.25,169.61,145.52
GAB,173.01,169.66,155.19,148.59,125.86
GMB,2685.38,2268.58,1945.65,1727.2,1496.64
GEO,1341.08,1107.53,788.95,617.11,587.31
DEU,735.05,572.68,438.02,317.37,240.1
GHA,1191.5,1122.89,1143.45,981.67,858.18
GRC,693.05,568.63,507.53,418.58,340.15
GRD,967.58,800.57,618.8,616.46,538.21
GTM,546.29,488.85,434,348.84,350.64
GIN,2131.88,1726.24,1671.01,1308.12,1330
GNB,2169.89,1751.72,1740.14,1728.55,1591.31
GUY,353.58,334.85,256.85,272.34,266.48
HTI,987.82,1033.11,1043.15,1070.55,971.31
HND,269.73,288.06,290.75,285.78,262.71
HUN,1607.3,1322.3,1028.81,818.39,606.01
ISL,61.41,52.59,49.85,44.05,40.68
IND,1928.48,1967.63,1818.93,1579.89,1419.23
IDN,916.93,807.2,739.58,702.01,637.21
IRN,1610.13,1501.45,1371.23,1100.36,942.6
IRQ,1954.61,1983.96,1838.82,1816.12,1775.33
IRL,392.72,260.05,170.08,99.36,123.64
ISR,808.21,634.31,463.63,349.22,292.38
ITA,576.04,456.84,354.66,267.19,230.28
JAM,595.79,434.56,322.99,225.74,278.06
JPN,385.68,340.52,287.55,245.21,220.52
JOR,1642.77,1513.13,1368.7,1241.37,1081.87
KAZ,1445.22,1685.74,1457.22,1219.82,1019.56
KEN,69.95,63.93,58.89,52,77.26
KIR,200.52,205.09,180.64,168.53,154.66
KWT,1114.16,1204.8,968.47,848.02,891.67
KGZ,2385.24,2417.5,1871.42,1642.49,1264.75
LAO,1835.29,1768.29,1680.11,1618.14,1464
LVA,1062.43,633.53,226.19,108.43,295
LBN,1365.01,1256.69,1049.51,896.14,776.29
LSO,82.69,80.6,102.24,114.23,175.98
LBR,483.35,461.24,416.94,325.47,390.93
LBY,1723.8,1485.07,1429.9,1319.92,1220.62
LTU,1038.94,789.3,399.81,270.73,310.6
LUX,604.71,458.7,364.84,280.13,200.96
MKD,1612.25,1413.42,1190.81,1038.27,827.53
MDG,157.4,160.24,144.33,133.67,151.92
MWI,158.8,185.36,197.47,165.64,119.6
MYS,641.62,605.38,579.07,509.9,479.16
MDV,522.14,361.03,300.14,250.96,234.3
MLI,2562.83,2463.54,2389.01,1915.94,1805.14
MLT,704.38,527.19,464.71,384.31,305.54
MHL,296.56,224.48,156.62,101.64,253.59
MRT,2652.14,2399.63,2378.25,2118.3,1799.02
MUS,166.72,160.88,150.58,107.62,77.62
MEX,548.81,493.53,417.79,362.98,352.05
FSM,107.88,107.66,98.78,88.08,59.08
MNG,1027.98,1047.41,994.99,802.51,633.91
MNE,832.56,824.82,839.39,634.84,479.82
MAR,1075.62,993.57,873.01,774.7,685.29
MOZ,60.72,57.18,50.7,50.23,53.66
MMR,1673.91,1587.22,1494.08,1296.72,1111.81
NAM,95.32,105.61,125.88,128.58,44.42
NPL,1826.44,1852.41,1580.56,1418.99,1341.57
NLD,664.2,574,482.86,370.45,280.15
NZL,76.29,63.21,51.45,43.24,50.41
NIC,85.6,79.98,77.4,75.69,81.33
NER,3352.33,2893.19,2579.22,2023.31,1959.98
NGA,1407.51,1211.75,1075.57,927.89,889.97
NOR,81.75,67.49,56.49,44.89,21.84
OMN,1379.95,1173.62,1018.49,889.86,717.67
PAK,2035.77,2093.85,1942.39,1825.24,1640.12
PAN,63.87,49.19,36.69,35.93,49.22
PNG,93.73,93.37,88.32,86.42,108.25
PRY,91.25,89.16,79.39,77.08,42.58
PER,328.6,279.16,220.48,209.75,177.44
PHL,220.93,226.32,245.85,257.86,262.26
POL,1340.43,1060.35,778.84,578.22,421.19
PRT,437.83,354.49,287.2,196.33,186.43
QAT,1106.29,1135.91,836.68,626.35,473.24
KOR,1469.1,1001.83,736.57,527.4,445.63
MDA,2045.86,2228.08,1513.15,1336,896.64
ROU,2054.61,1822.87,1456.87,1141.31,795.78
RUS,1007,1046.4,801.92,629.05,556.14
RWA,1177.09,1276.65,921.13,607.54,554.26
LCA,867.76,644.34,476.76,405.58,392.25
VCT,829.03,825.67,650.88,557.63,521.97
WSM,66.73,62.44,52.85,42.33,38.05
STP,88.02,87.25,73.07,63.16,60.42
SAU,1645.48,1516.73,1339.58,1196.17,1031.27
SEN,1551.84,1402.42,1253.77,967.84,897.81
SRB,1204.68,1184.5,1011.16,829.69,559.28
SYC,103.4,86.61,88.25,93.06,119.52
SLE,1386.88,1216.73,1165.73,1009.08,881.34
SGP,875.93,714.49,561.91,427.09,388.21
SVK,1403.77,1089.21,864.59,689.07,511.18
SVN,788.15,607.29,442.57,305.07,222.68
SLB,128.7,137.85,132.84,130.6,200.78
SOM,589.74,512.4,395.8,322.84,337.76
ZAF,240.64,225.69,239.4,228.59,203.54
ESP,361.93,282.32,226.93,181.79,153.62
LKA,165.66,205.55,265.69,280.75,201.87
SDN,1275.3,1123.35,887.61,761.6,603.86
SUR,189.83,146.54,123.57,92.83,70.58
SWZ,92.5,89.73,117.68,144.49,107.69
SWE,207.87,132.21,85.73,54.56,52.54
CHE,449.97,358.48,279.19,213.99,166.92
SYR,2017.25,1862.55,1635.82,1352.61,1068.25
TJK,2549.06,2492.1,1965.24,1639.51,1387.86
TZA,81.22,80.28,69.32,60.28,59.87
THA,738.55,693.21,558.92,491.37,472.46
TLS,170.87,160.02,143.46,133.07,176.73
TGO,1329.1,1171,1086.35,1107.52,1047.68
TON,66.07,63.38,58.58,47.64,43.52
TTO,190.22,177.28,140.68,103.71,46.7
TUN,1054.09,970.02,806.43,708.85,612.03
TUR,1725.93,1484.33,1145.71,891.72,750.23
TKM,4822.77,4820.8,3977.47,3006.96,2571.12
UGA,434.58,428.04,383.84,350.25,276.01
UKR,1567.81,1731.2,1429.67,1259.16,815.95
ARE,1760.29,1665.94,1429.55,1197.29,1058.42
GBR,738.63,560.33,411.54,293.72,230.92
USA,605.23,509.76,419.87,341.82,304.09
URY,64.27,57.11,53.17,49.58,73.43
UZB,2676.75,2871.25,2559.09,2216.16,1869.33
VUT,118.17,127.88,125.29,119.51,129.04
VEN,569.18,359.59,200.71,120.03,168.37
VNM,982.82,880.52,776.36,659.94,574.23
YEM,2341.12,2251.55,1962.43,1731.52,1657.07
ZMB,315.82,229.37,156.17,103.37,129.25
ZWE,67.28,72.9,99.83,114.61,76.74
HIA,696.548,566.074,435.351,340.011,291.883
LIA,1406.62,1311.88,1200.74,1068.25,976.625
LMA,952.895,914.361,813.473,724.169,639.02
UMA,899.068,823.042,695.267,581.163,501.658
HIM,605.23,508.95,399.58,270.73,230.28
LIM,1386.88,1247.94,1165.73,1070.55,971.31
LMM,912.6,863.36,776.36,702.01,603.86
UMM,641.62,605.38,476.76,405.58,392.25
HWW,,587.44,460.885,361.771,312.164
LIW,,1160.13,1058.31,943.688,856.768
LMW,,1584.41,1450.77,1283.67,1150.56
UMW,,1535.53,1320.88,1086.38,918.192
WLD,,1302.13,1135.41,967.18,846.05
HIC,,435.63,346.34,271.19,233.36
EAS,,1752.69,1534.55,1291.19,1103.33
ECS,,1552.86,1219.89,976.94,776.92
LCN,,236.16,195.48,169.11,158.74
MEA,,1624.28,1467.05,1327.97,1189.51
SAS,,1924.76,1781,1565.08,1398.92
SSF,,860.77,776.15,682.67,646.57
# Series: APMPFEIN,,,,,
"# Name: Ambient particulate matter population, DALYs, female",,,,,
"# Definition: The mean Disability Adjusted Life Years (DALY) rate per 100,000 attributable to risk factor/mortality cause",,,,,
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
