ISO,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
IRL,,,,,,12.9,10.6,10.7,10.1,9,10,15.3,20.3,20.4,20,20.1,
ISR,,,,,,32,32.8,30.6,29,29.3,28.1,27,28.6,28.4,29.8,,
ITA,,,,16.3,15.9,14.8,14.7,14.9,15.2,15.4,15.1,15.2,17.1,19,19.5,21.2,
JPN,5.6,5.5,7.2,7.3,6.5,8.3,9,8.1,7.6,7.5,6.3,6.4,7,9.9,9.4,,
JOR,,,,,,,,,,,,,,,,28,
LVA,,,,,,13.4,9.7,9.1,8.7,7.9,10.1,9.8,18.9,18.5,16.1,15.2,
LBR,,,,,,,,,,,,,,,,14.9,
LTU,,,,18.3,18.1,11.9,9.8,10.3,8.1,8,6.2,8.6,14.1,15,12.8,12.8,
LUX,5.4,4.4,4.9,3.4,4.8,3.5,3.8,5.9,4.5,6.4,9.3,6.3,7.5,7.3,4.3,,
MKD,,,,,,,,,,38.9,31.6,28.1,25.4,25.1,24.9,25.3,
MWI,,,,,,,,,,,,,,,,8.9,
MLI,,,,,,,,,,,,,,10.7,,,
MLT,,,,26.1,15.3,16,17.5,11,11.2,10.2,12.2,8.2,9.4,8.1,9.9,10.1,
MEX,6.6,6.5,5.3,6.2,6,6.4,6.9,6.8,8.8,8.7,9.1,9,10.7,11,11,,
MNG,,,,,,19.4,19.5,,,,16.7,17.8,16.7,16,15,,
NLD,,,,2.4,2.8,3.4,4.7,5,5,3.7,3.1,3.1,4.1,4.4,3.7,3.9,
NZL,,,,,,,,7.8,8.1,8,8.8,9.6,11.5,12.4,10.4,,
NOR,5.6,4.6,4.2,6,6.4,6.9,8.2,7.8,7.2,6.7,6.3,6.1,7.6,8.6,7.9,,
PRY,,,,,,,,,,,,,8.3,10.7,,,
PER,,,,,,,,,,,,,,,,9.4,
PHL,,,,,,,,,,,,,18,18.7,,,
POL,13,12.2,15.7,17.5,17,18.4,18.7,18.5,16,15,12.7,10,10.9,12.5,12.6,,
PRT,10.4,9.1,7.8,7.1,6.8,8,10.2,10.7,10.7,10.2,11,9.1,10.9,12.2,14.2,,
KOR,,,,,,,,,,,,16.7,17.3,17.7,17.4,,
ROU,,,,19.4,16.7,19.8,18.7,18.9,14.9,13,11.6,8.8,11.2,14,15.9,15.1,
RUS,,,,,,,,,,,,,,,,10.6,
WSM,,,,,,,,,,,,,,,,42.6,
SGP,,,,,,,,,,,,,12,13.5,,,
SVK,17.4,19.8,23.6,28.2,29.7,24,22,18.3,16.2,14.1,11.8,11.1,11.9,16,16.4,,
SVN,,,,,10,9.9,9.4,8.1,8.6,9.3,8,7.1,9,8.3,11,,
ESP,17.5,15.5,13.2,10.9,10.1,10.7,10.8,11.1,13.4,12.4,12.1,14.1,22.7,24.7,24.2,,
SWE,12.1,9.5,7.8,7.6,7,7.7,8,9.6,9.1,10.5,9.1,8.2,11,10.5,8.5,,
CHE,7.8,6.4,6.4,5.6,6.7,7.8,9.3,8.2,9,8.2,8.4,8.4,9.3,8.2,7.6,,
TGO,,,,,,,,,,,,,,,,6.6,
TUR,15.7,14.2,15.7,17.7,19.4,21.5,23.1,23.4,25.2,24.9,23.6,24.2,24,21.3,19.6,,
UKR,,,,,,,,,,,,,,,,,12.7
GBR,,,,9.5,9.4,9.3,10.1,9.8,10.9,12.4,11.7,11.4,13.4,13.6,13.3,,
USA,8.4,8.3,8.2,8.7,9.7,9.8,,10.2,9.4,9.4,9.7,12.2,14.8,14.3,13.5,,
URY,,,,,,,,,,,,,18,18.4,,,
VEN,,,,,,,,,,,,,12.4,12.9,,,
VNM,,,,,,,,,,,,,,,,9.9,
YEM,,,,,,,,,,,,,,24.8,,,
ZMB,,,,,,,,,,,,,,,,22.1,
ACE,,,,11.3652,11.752,11.72,11.8258,11.5806,11.6613,11.8194,10.8968,10.5516,12.9062,13.7875,13.5656,,
HIA,,,,10.916,10.2615,11.1187,,10.8265,10.9059,10.3333,9.87273,9.89706,12.4757,13.0605,12.9111,,
AME,,,,,,,,,,,,,12.9667,,,,
ASA,11.25,11,10.45,10.5,10.9,11.45,,11.7,10.55,10.4,10.6,11.6,14.2,14.3,13.3,,
ECM,,,,10.6,10,9.9,10.1,10.4,10.4,10.2,10.1,9.1,11.3,12.4,12.8,,
HIM,,,,9.5,9.4,9.8,,9.9,9.4,10,9.6,9.1,11.5,12.4,11.9,,
LCM,,,,,,,,,,,,,12.1,,,,
NAN,8.4,8.3,8.2,8.7,9.7,9.8,,10.2,9.4,9.4,9.7,11,13.6,14.3,13.1,,
ECE,,,,7.61824,7.83332,8.43447,8.8007,8.93191,9.13679,8.95658,8.3462,8.19957,9.60108,9.93829,9.71408,,
HWW,,,,7.4582,7.52049,8.19391,,8.56799,8.38034,8.22465,7.83775,9.01374,10.9065,11.5216,11.1564,,
LCE,,,,,,,,,,,,,8.02783,,,,
NAE,8.96276,8.83191,8.6423,9.05321,9.93529,10.1235,,10.4946,9.62616,9.59673,9.87719,12.0816,14.6812,14.3,13.4601,,
# Series: NEETMAIN,,,,,,,,,,,,,,,,,
"# Name: Not in education, employment or training, Male",,,,,,,,,,,,,,,,,
"# Definition: The proportion of total male youth not in employment, education or training, the NEET rate, which is a broad measure of untapped potential of youth.",,,,,,,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
