ISO,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ARG,,,,,,,,,,,,,16.3,15.3,,15.3,
ARM,,,,,,,,,,,,,,,,15.9,
AUS,12,10.9,9.7,8.9,9.6,9.2,9.3,8.7,8,8.3,7.2,6.9,9.4,9,8.5,,
AUT,,,,,,9.9,7.5,10.4,10.4,10.1,8.4,8.8,9.9,10.1,8.4,,
BEL,11.4,12,11.8,10.6,8.8,11.5,12.6,11.9,12.4,12.5,10.4,10.2,10.7,12.3,13,,
BEN,,,,,,,,,,,,,,,,19.3,
BRA,,,,,,,,,,,11.5,10.9,12.1,,12.7,,
BGR,,,,,30.5,28.6,28.9,26.2,23.7,19.9,17.7,15.6,18.1,20.7,21.8,21.6,
KHM,,,,,,,,,,,,,,,,4.8,
CAN,14.1,13.7,12.7,12.3,12.1,13.1,12.2,13.2,11.7,11.4,11.5,11,13.6,14.3,13.1,,
CHL,,,,,,,,,,,,,,6.7,16.4,,
HRV,,,,,,19,18.4,15.9,17.4,13.9,10.9,9.7,12.1,16.4,17.4,18,
CYP,,,,5.7,4.6,6,6.3,6.3,17.3,10.2,8.3,8.2,8.6,10.4,15.1,17.8,
CZE,5.5,7.1,10.6,10.6,9.3,8.8,9,9.9,8.9,7.7,5.3,5,8.1,8.6,8,,
DNK,3.6,3.8,4.9,4,4.3,4.2,6.7,6.3,7.1,5.4,6.2,6.2,9.3,11,11.2,,
EGY,,,,,,,,,,,,,,,,9.3,
SLV,,,,,,,,,,,,,,,,15.1,
EST,,,,13.3,10.7,7.8,9.6,9.8,8.2,6.6,8.6,8.2,14.9,15,11.9,11.7,
FIN,,,,,,,10.7,10.8,9.3,9.1,8.2,8.1,11.3,12.4,10.8,,
FRA,,,,8.8,8.3,9.3,9.3,9.9,10.1,10,9.6,10,12.9,12.4,11.6,12.5,
DEU,10.8,,10.1,10.1,10.2,10,10.8,11.6,12.4,11.5,10.3,9.1,9.7,10.2,9.4,,
GRC,12.7,14.3,13.4,13.7,12.7,13.1,13.2,13.6,13.1,10.7,10.9,11.2,12.1,13.4,17.9,,
HUN,17,18.4,16.6,14.7,13.6,14.3,14,12,11.9,12.8,11.3,11.9,14.3,16.5,15.5,,
ISL,4.5,,,,,5.2,7.8,4.1,6.5,,,,11.7,12.2,9.6,,
IDN,,,,,,,,,,,,,19.8,18.5,,,
