ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,6.5,,,,,,6.63,,5.57,5,,,1.5,,,,3.03,
DZA,22.78,,,,,,,,,,,,,,,,,,
AGO,,,,,,70.21,,,,,,,,,67.42,,,,
ARG,7.04,7.9,7.49,7.97,8.49,10.44,14.88,23.05,16.35,12.35,9.82,7.35,6.36,5.74,5.44,3.95,2.9,,
ARM,,38.87,,,47,,50.84,47.05,43.3,32.02,22.46,18.55,20.15,11.24,14.66,19.61,17.58,15.5,
AUS,1.34,,,,,,1.35,,1.36,,,,,,,,,,
AUT,1,,0.34,,,0.4,,,,0.34,,,,,,,,,
AZE,53.85,,,,,,27,0.82,1.27,0.18,0.11,,,2.38,,,,,
BGD,,85.54,,,,84.4,,,,,80.32,,,,,76.54,,,
BLR,0.84,,,2.65,2.2,1.69,0.67,2.53,1.95,0.58,0.42,0.13,0.02,,0.03,,,,
BEL,0.67,,0.67,,,0.5,,,,,,,,,,,,,
BLZ,23.64,23.84,27.95,26.42,22,,,,,,,,,,,,,,
BEN,,,,,,,,,75.32,,,,,,,,,74.27,
BTN,,,,,,,,,46.94,,,,29.76,,,,,15.15,
BOL,,,26.94,,33.42,37.63,31.42,32.77,,22.96,28.19,24.47,23.24,18.18,16.3,,11.95,12.72,
BIH,,,,,,,0.63,,,0.34,,,0.13,,,,,,
BWA,,,,,,,,,41.55,,,,,,27.83,,,,
BRA,19.68,20.81,20.47,19.27,20.15,,20.31,18.95,19.4,17.46,15.48,12.9,12.05,10.24,9.53,,8.15,6.79,
BGR,2.72,,2.35,,,,6.8,,2.94,,,,1.31,2.16,,3.31,3.92,,
BFA,,,,87.6,,,,,72.53,,,,,,72.44,,,,
BDI,,,,95.41,,,,,,,,93.45,,,,,,,
KHM,,,,,,,,,,64.43,,,59.39,51.05,40.74,40.88,41.26,,
CMR,,71.5,,,,,50.69,,,,,,53.15,,,,,,
CAN,,,0.67,0.68,,0.67,,,,0.34,,,0.34,,,0.34,,,
CPV,,,,,,,,40.85,,,,,,34.7,,,,,
CAF,,,,,,,,,81.9,,,,,80.09,,,,,
TCD,,,,,,,,,83.28,,,,,,,,60.54,,
CHL,,6.48,,6.11,,5.46,,,4.55,,,3.12,,,2.6,,1.86,,
CHN,,66.2,,,61.88,,,50.73,,,36.03,,,28.33,,23.19,18.61,,
COL,,22.15,,,27.19,31.68,30.21,22.24,20.39,20.37,17.72,20.91,17.66,18.04,15.73,13.68,11.33,12,
COM,,,,,,,,,,64.98,,,,,,,,,
COG,,,,,,,,,,,74.4,,,,,,57.25,,
CRI,11.24,12.89,10.04,8.13,10.25,10.92,10.08,9.58,9.22,8.74,7.32,7.27,4.32,4.51,5.17,2.9,3.2,3.11,
CIV,47.95,,,57.08,,,,56.88,,,,,,59.07,,,,,
HRV,,,,,0.34,0.15,0.15,,,,,,,0.02,,,,,
CZE,,0.19,,,,,,,,,0.03,0.08,,0.09,0.08,0.1,0.09,,
COD,,,,,,,,,,,,95.15,,,,,,,
DNK,0.33,,,,,0.34,,,,0.33,,,0.39,,,0.67,,,
DJI,,,,,,,,41.19,,,,,,,,,,,
DOM,,11.15,10.92,,,10.96,10.35,12.45,14.82,19.77,14.59,11.94,11.37,11.36,9.97,9.88,8.52,8.76,
ECU,19.76,,,23.18,29.01,37.33,,,23.44,21.08,18.7,13.72,14,12.71,13.07,10.57,9.03,8.44,
EGY,,26.31,,,,19.37,,,,,20.08,,,15.43,,,,,
SLV,19.55,21.69,,26.56,22.6,22.32,23.02,23.47,22.07,16.07,15.76,12.39,9.42,13.21,12.39,13.13,10.26,8.75,
EST,1.82,,,0.75,,2.82,2.89,2.77,2.88,,1.23,1.2,0.63,0.62,0.91,1.21,1.39,,
ETH,86,,,,,85.95,,,,,77.63,,,,,,72.2,,
FJI,,,,,,,,,48.66,,,,,,22.9,,,,
FRA,,,,,,0.35,,,,,0.33,,,,,,,,
GAB,,,,,,,,,,,20.88,,,,,,,,
GMB,,,,81.23,,,,,55.93,,,,,,,,,,
GEO,,14.01,34.6,29.97,36.21,38.92,40.82,33.47,36.46,33.52,32.88,32.92,33.41,31.78,31.76,35.76,33.51,31.28,
DEU,,,,,,,,,,,,,,,,0.34,,,
