ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,94,,
DZA,,,,,,,,38.4,,,,,,,
AND,,,,,,,,90.1,,,,,,,
ARG,,,,,89.2,,,,,,,,,,
ARM,,,97.3,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,99.8,
AZE,,,,,,,,,,,97.7,,,,
BHS,,98.3,,,,,,,,,,,,,
BHR,,,66.3,,,,,,,,,,,,
BGD,,,41.5,,,,,,,,,,,,
BRB,,86.3,,,,,,,,,,,,,
BLR,,,,,,,,,,,95.9,,,,
BEL,,,,,,,,,,,,,91.9,,
BLZ,,,,,,,,,,,,91,,,
BTN,,,,,,,49.1,,,,,,,,
BOL,,,,,,,,,,,,,,51.4,
BIH,,,,,,,,,,,,,65.3,,
BRA,,,,,,,,,,,,,76,,
BFA,,,,,,,,,2.6,,,,,,
KHM,,,,,,,,,,,25.2,,,,
TCD,,,,,,3.5,,,,,,,,,
CHL,,,,,,,,,,,,83.5,,,
CHN,,,,,,,,,,,,90.2,,,
CRI,,,,,,,,,,,,,,80,
HRV,,,,,,,,,,,,,95.2,,
CUB,,,,84.5,,,,,,,,,,,
CYP,,,,,,,,,,,,,,92.1,
CZE,,,,,,,,,,,,,,99.9,
DNK,,,,,,,,,,,,,,96,
DMA,,,89.7,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,65.4,
ECU,,,,,,,,,,,,70.2,,,
SLV,,,,,,,,,,,,,,51.8,
ETH,,,,,,,,,,,,,14.2,,
FJI,,,,,,,,,78.1,,,,,,
FRA,,,,,,,,,,,,,,98.3,
GEO,,,,97.7,,,,,,,,,,,
DEU,,,,,,,,,,,,,,99.9,
GHA,,,,,,,,,,,,57,,,
GRC,,,,,,,,,,,,91.2,,,
GTM,,,,,,,,,,,,,,48.8,
GUY,,,,67.9,,,,,,,,,,,
HND,,,,,,,,,,,,,,53.2,
HUN,,,,,,,,,,,,,,100,
IDN,,,,,,,,,,,,,69.7,,
ISR,,,,,,,,,,,,,,93.4,
ITA,,,,,,,,,,,,,,92.5,
JPN,,,,,,,,,,,,87,,,
JOR,,,,,,,,,,,,79.7,,,
KAZ,,,,,,,,,100,,,,,,
KEN,,,,,,,,,,,,46.9,,,
KWT,,,,,,,,,,,,,,64,
KGZ,,,,,,,,,,,97.3,,,,
LVA,,,,,,,,,,,,,,99.7,
LBN,,,,,,,,,74.6,,,,,,
LSO,,,,,,,,,,47.1,,,,,
LTU,,,,,,,,,,,,,,98.4,
MKD,,,,72,,,,,,,,,,,
MWI,11.1,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,88,,,
MDV,,,,,,,,33.2,,,,,,,
MLI,,,,,,,,,,,,,11.8,,
MLT,,,,,,,,,,,,,,97.8,
MUS,,,,,,,,,,,,,62.8,,
MEX,,,,,,,,,,,,,,75.7,
MNG,,,,,,,,,,,,95.6,,,
MNE,,,,,,,,,,,,,95.7,,
NAM,,,48.2,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,97.6,
NOR,,,,,,,,,,,,,97.8,,
OMN,,,,,,,,,,56.2,,,,,
PAK,,,,,,,,,,,,,34.6,,
PAN,,,,,,,,,,,,73.5,,,
PRY,,,,,,,,,,64.8,,,,,
PER,,,,,,,,,,,,,,74.2,
POL,,,,,,,,,,,,,,98.2,
PRT,,,,,,,,,,,,,,85,
QAT,,,,,,,,,,,,,,82.2,
KOR,,,,,,,,,,,,91.2,,,
MDA,,,,,,,,,,,,,,98.8,
ROU,,,,,,,,,,,,,,98.1,
RUS,,,,,,,,,,,,96.3,,,
WSM,,,95,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,74.5
SEN,,,,,,,,,,,,,16.5,,
SRB,,,,,,,,,,,,,,82.5,
SYC,,,,91.7,,,,,,,,,,,
SGP,,,,,,,,,,,,,,81.2,
SVK,,,,,,,,,,,,,,99.7,
SVN,,,,,,,,,,,,,,99.7,
ZAF,,,,,,,,,,,,,,78.6,
ESP,,,,,,,,,,,,,,87.2,
SUR,,,,,,77.2,,,,,,,,,
SYR,,,,,,,,,,,58.4,,,,
TJK,,96,,,,,,,,,,,,,
TZA,,,,41.7,,,,,,,,,,,
THA,,,,,,,,,,,,56.9,,,
TON,,,,,,,,,,,,,95.9,,
TTO,,,,,,,,,,,92.7,,,,
TUR,,,,,,,,,,,,,,77.7,
UGA,,,,,,,,,,,,36.6,,,
UKR,,,95.6,,,,,,,,,,,,
ARE,,,,,,,78.4,,,,,,,,
GBR,,,,,,,,,,,,,99.8,,
USA,,,,,,,,,,,,,,98.8,
URY,,,,,,,,,,,,,,88.5,
VEN,,,,,,,,,,,83.5,,,,
ZWE,,,,57,,,,,,,,,,,
# Series: EAPLFEIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (primary) of the population aged 25 and older, female",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
