ISO,1990,2000,2010,2012
AFG,172.4,130.4,100.4,95.2
ALB,38.7,26,16.3,15.2
DZA,45,30.9,19,17.8
AND,7.5,4.6,3.1,2.9
AGO,202.5,193.4,164.5,155.6
ATG,20.8,13.9,9.4,8.8
ARG,24.4,18,13.3,12.7
ARM,44.4,26.7,16.1,14.5
AUS,8,5.5,4.4,4.3
AUT,8.4,4.9,3.7,3.6
AZE,84.8,66.5,35.3,32.2
BHS,21.4,15.9,16.2,15.5
BHR,22.4,12.2,9.7,9.2
BGD,140.7,84.7,44.2,37.9
BRB,15.9,16.1,17.5,16.7
BLR,14.1,12.2,5.3,4.5
BEL,8.6,5.1,3.9,3.7
BLZ,39.3,22.2,17.1,16.3
BEN,173.4,142,91.7,85.1
BTN,124.5,75.3,43.7,40.4
BOL,116.9,73.3,40.8,37.5
BIH,16.2,8.9,6.6,5.9
BWA,43.7,80.8,53.1,48.7
BRA,55.5,29,14.2,12.6
BRN,11,8.6,7.4,7.2
BGR,19.4,18.7,11.6,10.8
BFA,193.4,179.2,109.2,97.1
BDI,153.9,140.7,104.7,97.5
KHM,108.5,102.5,38.8,35
CMR,126.9,141.9,96,88.6
CAN,7.3,5.6,5.1,4.8
CPV,56.5,33.8,21,19.6
CAF,164.2,156.9,131,122
TCD,199.4,180.3,151.1,142.4
CHL,17.1,9.9,8.3,8.2
CHN,51.6,34.8,14.8,13.1
COL,31,22.1,16.4,15.5
COM,116.5,92.6,76.7,71.9
COG,94.2,112.1,96,90.5
COK,22,15.3,10,9.4
CRI,14.9,11.6,9.2,8.9
CIV,139.9,134.5,105,99.1
HRV,11.2,7.5,4.8,4.2
CUB,11.4,7.4,5.3,4.9
CYP,9.9,6,3.3,2.9
CZE,12.6,5.8,3.6,3.3
PRK,39.5,55.4,28.1,25.6
COD,162.9,161.7,146,137
DNK,7.8,5,3.6,3.3
DJI,112,101.8,80.1,75.2
DMA,15.7,14.3,12,11.5
DOM,55.1,36.2,25.8,24.3
ECU,50.4,30,21.7,20.4
EGY,85.4,43.5,21.9,19.9
